Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status,Inventory_Utilization
INV000411,B014,EQ01836,56,13,13,Low Stock,0.23214285714285715
INV000412,B018,EQ03372,95,75,11,Healthy,0.7894736842105263
INV000413,B023,EQ02695,43,19,12,Medium Stock,0.4418604651162791
INV000414,B007,EQ00045,24,19,27,Low Stock,0.7916666666666666
INV000415,B030,EQ03518,83,25,25,Low Stock,0.30120481927710846
INV000416,B012,EQ01755,65,21,23,Low Stock,0.3230769230769231
INV000417,B004,EQ03015,9,3,5,Low Stock,0.3333333333333333
INV000418,B019,EQ03684,22,19,5,Healthy,0.8636363636363636
INV000419,B029,EQ02526,84,57,9,Healthy,0.6785714285714286
INV000420,B013,EQ00723,95,63,30,Healthy,0.6631578947368421
INV000421,B021,EQ01718,82,10,15,Low Stock,0.12195121951219512
INV000422,B014,EQ04722,40,8,20,Low Stock,0.2
INV000423,B008,EQ01284,63,41,27,Healthy,0.6507936507936508
INV000424,B026,EQ01154,89,86,15,Healthy,0.9662921348314607
INV000425,B027,EQ01181,79,36,12,Medium Stock,0.45569620253164556
INV000426,B030,EQ03598,22,19,27,Low Stock,0.8636363636363636
INV000427,B020,EQ01651,58,5,16,Low Stock,0.08620689655172414
INV000428,B008,EQ04570,55,19,10,Medium Stock,0.34545454545454546
INV000429,B016,EQ00021,92,10,30,Low Stock,0.10869565217391304
INV000430,B030,EQ02412,50,26,17,Healthy,0.52
INV000431,B022,EQ02354,43,21,15,Medium Stock,0.4883720930232558
INV000432,B016,EQ00592,61,59,25,Healthy,0.9672131147540983
INV000433,B007,EQ00089,76,76,29,Healthy,1.0
INV000434,B016,EQ00534,92,91,13,Healthy,0.9891304347826086
INV000435,B030,EQ00232,84,14,13,Medium Stock,0.16666666666666666
INV000436,B025,EQ03330,67,52,7,Healthy,0.7761194029850746
INV000437,B026,EQ01500,68,41,22,Healthy,0.6029411764705882
INV000438,B002,EQ02703,50,18,21,Low Stock,0.36
INV000439,B004,EQ00932,43,40,5,Healthy,0.9302325581395349
INV000440,B015,EQ04098,71,10,9,Medium Stock,0.14084507042253522
INV000441,B010,EQ01476,67,11,17,Low Stock,0.16417910447761194
INV000442,B023,EQ03306,97,86,28,Healthy,0.8865979381443299
INV000443,B009,EQ02529,5,5,25,Low Stock,1.0
INV000444,B019,EQ00927,65,24,6,Medium Stock,0.36923076923076925
INV000445,B027,EQ02818,33,13,27,Low Stock,0.3939393939393939
INV000446,B005,EQ02786,55,11,16,Low Stock,0.2
INV000447,B007,EQ03158,60,55,26,Healthy,0.9166666666666666
INV000448,B026,EQ03567,49,14,28,Low Stock,0.2857142857142857
INV000449,B017,EQ00933,27,17,26,Low Stock,0.6296296296296297
INV000450,B008,EQ01846,32,2,6,Low Stock,0.0625
INV000451,B007,EQ00977,24,17,6,Healthy,0.7083333333333334
INV000452,B026,EQ01640,67,0,20,Low Stock,0.0
INV000453,B021,EQ02132,67,35,16,Healthy,0.5223880597014925
INV000454,B001,EQ04632,36,25,30,Low Stock,0.6944444444444444
INV000455,B026,EQ04923,85,61,20,Healthy,0.7176470588235294
INV000456,B030,EQ04468,45,20,7,Medium Stock,0.4444444444444444
INV000457,B030,EQ04378,100,71,25,Healthy,0.71
INV000458,B006,EQ02665,65,11,6,Medium Stock,0.16923076923076924
INV000459,B025,EQ00872,77,2,15,Low Stock,0.025974025974025976
INV000460,B001,EQ03091,66,15,18,Low Stock,0.22727272727272727
INV000461,B007,EQ00534,61,36,5,Healthy,0.5901639344262295
INV000462,B027,EQ04892,74,20,9,Medium Stock,0.2702702702702703
INV000463,B004,EQ04799,45,21,22,Low Stock,0.4666666666666667
INV000464,B009,EQ04058,19,4,30,Low Stock,0.21052631578947367
INV000465,B010,EQ02135,93,59,20,Healthy,0.6344086021505376
INV000466,B020,EQ01035,40,11,10,Medium Stock,0.275
INV000467,B015,EQ01895,21,21,16,Healthy,1.0
INV000468,B006,EQ04664,75,17,24,Low Stock,0.22666666666666666
INV000469,B028,EQ00438,38,0,17,Low Stock,0.0
INV000470,B004,EQ00233,29,11,29,Low Stock,0.3793103448275862
INV000471,B011,EQ03218,91,24,28,Low Stock,0.26373626373626374
INV000472,B027,EQ02186,38,19,18,Medium Stock,0.5
INV000473,B024,EQ02032,74,63,22,Healthy,0.8513513513513513
INV000474,B019,EQ01406,80,24,26,Low Stock,0.3
INV000475,B030,EQ02054,87,35,10,Medium Stock,0.40229885057471265
INV000476,B012,EQ00129,53,1,21,Low Stock,0.018867924528301886
INV000477,B009,EQ03657,41,19,6,Medium Stock,0.4634146341463415
INV000478,B013,EQ04063,64,59,26,Healthy,0.921875
INV000479,B007,EQ03288,6,6,10,Low Stock,1.0
INV000480,B002,EQ03358,33,27,6,Healthy,0.8181818181818182
INV000481,B003,EQ02886,8,7,25,Low Stock,0.875
INV000482,B011,EQ01964,98,80,20,Healthy,0.8163265306122449
INV000483,B019,EQ00104,45,41,21,Healthy,0.9111111111111111
INV000484,B019,EQ02889,11,2,13,Low Stock,0.18181818181818182
INV000485,B015,EQ03684,59,1,16,Low Stock,0.01694915254237288
INV000486,B018,EQ01296,98,32,18,Medium Stock,0.32653061224489793
INV000487,B007,EQ01917,24,22,20,Healthy,0.9166666666666666
INV000488,B024,EQ02528,64,28,27,Medium Stock,0.4375
INV000489,B028,EQ02846,59,0,12,Low Stock,0.0
INV000490,B020,EQ01012,9,5,29,Low Stock,0.5555555555555556
INV000491,B008,EQ02468,37,6,20,Low Stock,0.16216216216216217
INV000492,B030,EQ03284,11,11,14,Low Stock,1.0
INV000493,B010,EQ00189,97,48,6,Medium Stock,0.4948453608247423
INV000494,B021,EQ04288,23,14,16,Low Stock,0.6086956521739131
INV000495,B008,EQ02552,18,14,14,Low Stock,0.7777777777777778
INV000496,B028,EQ04939,89,15,26,Low Stock,0.16853932584269662
INV000497,B021,EQ02560,26,22,6,Healthy,0.8461538461538461
INV000498,B009,EQ04490,28,17,11,Healthy,0.6071428571428571
INV000499,B011,EQ01834,24,17,14,Healthy,0.7083333333333334
INV000500,B020,EQ02590,73,35,21,Medium Stock,0.4794520547945205
INV000501,B029,EQ01121,73,41,26,Healthy,0.5616438356164384
INV000502,B024,EQ04761,71,39,22,Healthy,0.5492957746478874
INV000503,B017,EQ02366,96,5,24,Low Stock,0.052083333333333336
INV000504,B010,EQ03512,95,56,25,Healthy,0.5894736842105263
INV000505,B020,EQ04257,97,49,14,Healthy,0.5051546391752577
INV000506,B011,EQ03777,69,0,23,Low Stock,0.0
INV000507,B021,EQ02251,66,10,20,Low Stock,0.15151515151515152
INV000508,B013,EQ03712,47,35,16,Healthy,0.7446808510638298
INV000509,B003,EQ01225,95,9,19,Low Stock,0.09473684210526316
INV000510,B009,EQ04023,64,7,9,Low Stock,0.109375
INV000511,B007,EQ02552,73,72,17,Healthy,0.9863013698630136
INV000512,B026,EQ01984,40,25,15,Healthy,0.625
INV000513,B024,EQ00325,61,10,21,Low Stock,0.16393442622950818
INV000514,B022,EQ01714,71,25,22,Medium Stock,0.352112676056338
INV000515,B018,EQ00352,76,21,21,Low Stock,0.27631578947368424
INV000516,B014,EQ02006,83,81,30,Healthy,0.9759036144578314
INV000517,B013,EQ03669,53,34,17,Healthy,0.6415094339622641
INV000518,B028,EQ04711,7,3,16,Low Stock,0.42857142857142855
INV000519,B003,EQ00797,87,8,18,Low Stock,0.09195402298850575
INV000520,B005,EQ01174,26,1,11,Low Stock,0.038461538461538464
INV000521,B011,EQ04189,16,5,10,Low Stock,0.3125
INV000522,B021,EQ03229,97,72,19,Healthy,0.7422680412371134
INV000523,B023,EQ01613,6,1,16,Low Stock,0.16666666666666666
INV000524,B003,EQ04852,80,77,26,Healthy,0.9625
INV000525,B008,EQ02907,100,46,30,Medium Stock,0.46
INV000526,B006,EQ01039,16,1,11,Low Stock,0.0625
INV000527,B014,EQ02632,18,9,30,Low Stock,0.5
INV000528,B004,EQ01206,48,18,24,Low Stock,0.375
INV000529,B026,EQ01913,49,16,28,Low Stock,0.32653061224489793
INV000530,B003,EQ00166,31,27,10,Healthy,0.8709677419354839
INV000531,B029,EQ04638,9,4,6,Low Stock,0.4444444444444444
INV000532,B027,EQ03779,10,6,26,Low Stock,0.6
INV000533,B014,EQ02710,68,37,27,Healthy,0.5441176470588235
INV000534,B024,EQ01700,16,5,22,Low Stock,0.3125
INV000535,B007,EQ02507,91,89,21,Healthy,0.978021978021978
INV000536,B005,EQ04606,88,6,27,Low Stock,0.06818181818181818
INV000537,B006,EQ00123,40,20,16,Medium Stock,0.5
INV000538,B022,EQ01255,58,32,19,Healthy,0.5517241379310345
INV000539,B001,EQ04169,68,13,6,Medium Stock,0.19117647058823528
INV000540,B008,EQ04793,22,13,18,Low Stock,0.5909090909090909
INV000541,B004,EQ04306,65,36,26,Healthy,0.5538461538461539
INV000542,B017,EQ00317,48,32,7,Healthy,0.6666666666666666
INV000543,B015,EQ03166,91,59,9,Healthy,0.6483516483516484
INV000544,B030,EQ03601,24,11,29,Low Stock,0.4583333333333333
INV000545,B028,EQ02790,5,1,7,Low Stock,0.2
INV000546,B002,EQ02017,24,9,12,Low Stock,0.375
INV000547,B010,EQ04244,19,3,18,Low Stock,0.15789473684210525
INV000548,B011,EQ02687,92,32,11,Medium Stock,0.34782608695652173
INV000549,B008,EQ02308,42,2,26,Low Stock,0.047619047619047616
INV000550,B030,EQ00675,72,64,27,Healthy,0.8888888888888888
INV000551,B025,EQ03423,86,75,14,Healthy,0.872093023255814
INV000552,B025,EQ02517,98,23,24,Low Stock,0.23469387755102042
INV000553,B023,EQ01468,72,25,16,Medium Stock,0.3472222222222222
INV000554,B018,EQ00054,25,16,24,Low Stock,0.64
INV000555,B011,EQ01549,34,3,16,Low Stock,0.08823529411764706
INV000556,B015,EQ02340,53,17,22,Low Stock,0.32075471698113206
INV000557,B010,EQ04466,44,31,22,Healthy,0.7045454545454546
INV000558,B005,EQ00882,66,39,30,Healthy,0.5909090909090909
INV000559,B004,EQ04369,7,3,17,Low Stock,0.42857142857142855
INV000560,B014,EQ01647,45,40,6,Healthy,0.8888888888888888
INV000561,B018,EQ02810,26,22,5,Healthy,0.8461538461538461
INV000562,B029,EQ02681,25,19,25,Low Stock,0.76
INV000563,B020,EQ03998,14,5,18,Low Stock,0.35714285714285715
INV000564,B008,EQ03734,21,13,20,Low Stock,0.6190476190476191
INV000565,B007,EQ03572,52,25,28,Low Stock,0.4807692307692308
INV000566,B016,EQ00590,37,30,24,Healthy,0.8108108108108109
INV000567,B015,EQ02885,54,18,14,Medium Stock,0.3333333333333333
INV000568,B026,EQ00704,34,27,11,Healthy,0.7941176470588235
INV000569,B022,EQ01946,27,2,10,Low Stock,0.07407407407407407
INV000570,B023,EQ01407,35,17,12,Medium Stock,0.4857142857142857
INV000571,B011,EQ04881,18,13,26,Low Stock,0.7222222222222222
INV000572,B005,EQ02923,11,0,8,Low Stock,0.0
INV000573,B001,EQ00340,34,16,19,Low Stock,0.47058823529411764
INV000574,B024,EQ00837,93,11,30,Low Stock,0.11827956989247312
INV000575,B014,EQ03158,6,3,8,Low Stock,0.5
INV000576,B024,EQ03581,41,6,9,Low Stock,0.14634146341463414
INV000577,B029,EQ00042,100,6,18,Low Stock,0.06
INV000578,B018,EQ01687,66,47,21,Healthy,0.7121212121212122
INV000579,B002,EQ01243,7,4,30,Low Stock,0.5714285714285714
INV000580,B024,EQ03345,69,35,25,Healthy,0.5072463768115942
INV000581,B007,EQ00272,48,36,11,Healthy,0.75
INV000582,B027,EQ04937,33,17,14,Healthy,0.5151515151515151
INV000583,B002,EQ00397,90,11,22,Low Stock,0.12222222222222222
INV000584,B011,EQ04185,15,3,26,Low Stock,0.2
INV000585,B005,EQ01423,84,29,5,Medium Stock,0.34523809523809523
INV000586,B030,EQ03609,46,5,29,Low Stock,0.10869565217391304
INV000587,B018,EQ02423,5,1,11,Low Stock,0.2
INV000588,B002,EQ04468,88,59,11,Healthy,0.6704545454545454
INV000589,B020,EQ02755,73,30,12,Medium Stock,0.410958904109589
INV000590,B018,EQ02729,59,13,7,Medium Stock,0.22033898305084745
INV000591,B012,EQ03625,75,21,19,Medium Stock,0.28
INV000592,B015,EQ04218,76,14,24,Low Stock,0.18421052631578946
INV000593,B010,EQ00675,30,22,17,Healthy,0.7333333333333333
INV000594,B003,EQ01249,77,35,14,Medium Stock,0.45454545454545453
INV000595,B014,EQ04257,12,4,6,Low Stock,0.3333333333333333
INV000596,B008,EQ00443,54,41,20,Healthy,0.7592592592592593
INV000597,B024,EQ00914,36,23,29,Low Stock,0.6388888888888888
INV000598,B006,EQ02629,75,31,5,Medium Stock,0.41333333333333333
INV000599,B008,EQ02642,99,60,30,Healthy,0.6060606060606061
INV000600,B030,EQ00724,56,8,30,Low Stock,0.14285714285714285
INV000601,B003,EQ01681,16,0,26,Low Stock,0.0
INV000602,B001,EQ01944,37,7,12,Low Stock,0.1891891891891892
INV000603,B003,EQ01223,97,3,18,Low Stock,0.030927835051546393
INV000604,B003,EQ01591,75,0,8,Low Stock,0.0
INV000605,B017,EQ04535,60,31,22,Healthy,0.5166666666666667
INV000606,B029,EQ03113,29,3,25,Low Stock,0.10344827586206896
INV000607,B001,EQ04089,20,20,16,Healthy,1.0
INV000608,B024,EQ01125,64,3,24,Low Stock,0.046875
INV000609,B013,EQ00181,82,41,28,Medium Stock,0.5
INV000610,B008,EQ02869,32,28,17,Healthy,0.875
INV000611,B006,EQ04427,21,5,7,Low Stock,0.23809523809523808
INV000612,B003,EQ03867,59,36,28,Healthy,0.6101694915254238
INV000613,B003,EQ03606,80,14,29,Low Stock,0.175
INV000614,B002,EQ02627,23,1,11,Low Stock,0.043478260869565216
INV000615,B024,EQ00261,74,52,22,Healthy,0.7027027027027027
INV000616,B004,EQ01602,15,2,30,Low Stock,0.13333333333333333
INV000617,B026,EQ03180,95,23,6,Medium Stock,0.24210526315789474
INV000618,B023,EQ02042,19,15,28,Low Stock,0.7894736842105263
INV000619,B027,EQ00443,51,15,22,Low Stock,0.29411764705882354
INV000620,B029,EQ02345,53,26,10,Medium Stock,0.49056603773584906
INV000621,B011,EQ01447,38,13,9,Medium Stock,0.34210526315789475
INV000622,B001,EQ02029,76,33,13,Medium Stock,0.4342105263157895
INV000623,B003,EQ04353,46,30,21,Healthy,0.6521739130434783
INV000624,B022,EQ04036,55,26,5,Medium Stock,0.4727272727272727
INV000625,B020,EQ03082,27,27,26,Healthy,1.0
INV000626,B003,EQ04518,56,45,6,Healthy,0.8035714285714286
INV000627,B012,EQ01039,100,30,22,Medium Stock,0.3
INV000628,B017,EQ02323,72,36,30,Medium Stock,0.5
INV000629,B002,EQ02519,9,4,6,Low Stock,0.4444444444444444
INV000630,B019,EQ01896,82,3,14,Low Stock,0.036585365853658534
INV000631,B027,EQ03569,18,9,19,Low Stock,0.5
INV000632,B022,EQ03089,93,37,7,Medium Stock,0.3978494623655914
INV000633,B025,EQ00829,48,32,15,Healthy,0.6666666666666666
INV000634,B013,EQ00552,10,9,13,Low Stock,0.9
INV000635,B025,EQ01803,71,57,15,Healthy,0.8028169014084507
INV000636,B016,EQ03107,79,56,12,Healthy,0.7088607594936709
INV000637,B010,EQ00076,49,26,11,Healthy,0.5306122448979592
INV000638,B008,EQ00019,87,23,26,Low Stock,0.26436781609195403
INV000639,B016,EQ00910,12,9,6,Healthy,0.75
INV000640,B011,EQ01764,59,33,13,Healthy,0.559322033898305
INV000641,B006,EQ03658,82,30,18,Medium Stock,0.36585365853658536
INV000642,B016,EQ00344,17,15,6,Healthy,0.8823529411764706
INV000643,B020,EQ02816,54,19,5,Medium Stock,0.35185185185185186
INV000644,B009,EQ01557,76,59,7,Healthy,0.7763157894736842
INV000645,B006,EQ02454,10,1,25,Low Stock,0.1
INV000646,B008,EQ03829,35,23,8,Healthy,0.6571428571428571
INV000647,B018,EQ03179,99,64,20,Healthy,0.6464646464646465
INV000648,B020,EQ01855,43,41,28,Healthy,0.9534883720930233
INV000649,B027,EQ04110,51,50,20,Healthy,0.9803921568627451
INV000650,B017,EQ03000,91,26,22,Medium Stock,0.2857142857142857
INV000651,B028,EQ00291,47,11,11,Low Stock,0.23404255319148937
INV000652,B006,EQ00622,30,5,28,Low Stock,0.16666666666666666
INV000653,B020,EQ02658,71,34,26,Medium Stock,0.4788732394366197
INV000654,B016,EQ04370,98,91,22,Healthy,0.9285714285714286
INV000655,B007,EQ04220,78,19,13,Medium Stock,0.24358974358974358
INV000656,B004,EQ00472,72,54,13,Healthy,0.75
INV000657,B003,EQ03540,77,71,5,Healthy,0.922077922077922
INV000658,B026,EQ04169,85,9,27,Low Stock,0.10588235294117647
INV000659,B010,EQ03538,30,3,23,Low Stock,0.1
INV000660,B027,EQ04277,43,28,27,Healthy,0.6511627906976745
INV000661,B006,EQ01814,6,5,30,Low Stock,0.8333333333333334
INV000662,B018,EQ01823,81,65,14,Healthy,0.8024691358024691
INV000663,B008,EQ01831,48,20,24,Low Stock,0.4166666666666667
INV000664,B005,EQ03213,28,23,11,Healthy,0.8214285714285714
INV000665,B024,EQ03486,93,41,21,Medium Stock,0.44086021505376344
INV000666,B021,EQ01349,39,36,14,Healthy,0.9230769230769231
INV000667,B009,EQ00730,80,31,7,Medium Stock,0.3875
INV000668,B002,EQ03320,35,31,21,Healthy,0.8857142857142857
INV000669,B006,EQ02771,11,6,21,Low Stock,0.5454545454545454
INV000670,B026,EQ03325,61,16,19,Low Stock,0.26229508196721313
INV000671,B008,EQ04528,22,19,24,Low Stock,0.8636363636363636
INV000672,B002,EQ01927,21,18,5,Healthy,0.8571428571428571
INV000673,B010,EQ03225,93,56,23,Healthy,0.6021505376344086
INV000674,B013,EQ04085,27,10,10,Low Stock,0.37037037037037035
INV000675,B020,EQ04372,44,21,10,Medium Stock,0.4772727272727273
INV000676,B003,EQ00094,64,5,25,Low Stock,0.078125
INV000677,B026,EQ02154,54,24,24,Low Stock,0.4444444444444444
INV000678,B016,EQ02662,63,11,8,Medium Stock,0.1746031746031746
INV000679,B025,EQ04227,64,52,11,Healthy,0.8125
INV000680,B001,EQ04251,52,38,21,Healthy,0.7307692307692307
INV000681,B013,EQ00181,60,12,6,Medium Stock,0.2
INV000682,B003,EQ03060,46,0,18,Low Stock,0.0
INV000683,B017,EQ00967,25,22,16,Healthy,0.88
INV000684,B025,EQ00969,55,44,23,Healthy,0.8
INV000685,B028,EQ04864,55,54,9,Healthy,0.9818181818181818
INV000686,B013,EQ00516,38,20,23,Low Stock,0.5263157894736842
INV000687,B001,EQ02414,78,3,25,Low Stock,0.038461538461538464
INV000688,B003,EQ04617,35,14,18,Low Stock,0.4
INV000689,B011,EQ00933,72,60,14,Healthy,0.8333333333333334
INV000690,B007,EQ00389,52,29,9,Healthy,0.5576923076923077
INV000691,B018,EQ02547,44,19,10,Medium Stock,0.4318181818181818
INV000692,B018,EQ01635,34,5,19,Low Stock,0.14705882352941177
INV000693,B022,EQ04024,65,39,8,Healthy,0.6
INV000694,B011,EQ02682,17,3,20,Low Stock,0.17647058823529413
INV000695,B021,EQ04992,48,11,29,Low Stock,0.22916666666666666
INV000696,B030,EQ04414,60,60,21,Healthy,1.0
INV000697,B011,EQ01191,25,14,24,Low Stock,0.56
INV000698,B013,EQ04836,42,24,26,Low Stock,0.5714285714285714
INV000699,B025,EQ03317,7,1,16,Low Stock,0.14285714285714285
INV000700,B005,EQ03797,59,51,10,Healthy,0.864406779661017
INV000701,B030,EQ02186,61,58,7,Healthy,0.9508196721311475
INV000702,B013,EQ03280,33,3,27,Low Stock,0.09090909090909091
INV000703,B004,EQ04389,69,38,11,Healthy,0.5507246376811594
INV000704,B016,EQ04458,52,20,18,Medium Stock,0.38461538461538464
INV000705,B022,EQ04083,31,11,30,Low Stock,0.3548387096774194
INV000706,B007,EQ01505,90,35,18,Medium Stock,0.3888888888888889
INV000707,B029,EQ01848,17,2,23,Low Stock,0.11764705882352941
INV000708,B005,EQ02445,13,13,29,Low Stock,1.0
INV000709,B009,EQ03610,46,24,10,Healthy,0.5217391304347826
INV000710,B010,EQ00489,15,13,11,Healthy,0.8666666666666667
INV000711,B001,EQ03349,7,5,19,Low Stock,0.7142857142857143
INV000712,B021,EQ02524,7,5,14,Low Stock,0.7142857142857143
INV000713,B005,EQ00515,84,64,16,Healthy,0.7619047619047619
INV000714,B022,EQ04701,25,3,29,Low Stock,0.12
INV000715,B007,EQ04989,46,36,26,Healthy,0.782608695652174
INV000716,B009,EQ00569,91,78,29,Healthy,0.8571428571428571
INV000717,B004,EQ03575,38,9,28,Low Stock,0.23684210526315788
INV000718,B026,EQ01733,52,9,20,Low Stock,0.17307692307692307
INV000719,B001,EQ01050,93,47,23,Healthy,0.5053763440860215
INV000720,B006,EQ01766,65,37,15,Healthy,0.5692307692307692
INV000721,B028,EQ04245,57,26,18,Medium Stock,0.45614035087719296
INV000722,B011,EQ04004,87,44,16,Healthy,0.5057471264367817
INV000723,B017,EQ03347,73,31,22,Medium Stock,0.4246575342465753
INV000724,B011,EQ03781,76,69,7,Healthy,0.9078947368421053
INV000725,B026,EQ00846,57,57,10,Healthy,1.0
INV000726,B009,EQ03853,91,32,22,Medium Stock,0.3516483516483517
INV000727,B012,EQ04367,77,63,6,Healthy,0.8181818181818182
INV000728,B008,EQ00592,86,78,5,Healthy,0.9069767441860465
INV000729,B006,EQ00364,57,27,25,Medium Stock,0.47368421052631576
INV000730,B013,EQ04599,86,10,29,Low Stock,0.11627906976744186
INV000731,B009,EQ02443,26,20,29,Low Stock,0.7692307692307693
INV000732,B014,EQ04582,41,21,5,Healthy,0.5121951219512195
INV000733,B020,EQ04747,72,61,23,Healthy,0.8472222222222222
INV000734,B020,EQ04759,80,46,23,Healthy,0.575
INV000735,B001,EQ03002,77,8,8,Low Stock,0.1038961038961039
INV000736,B016,EQ01589,27,10,28,Low Stock,0.37037037037037035
INV000737,B028,EQ03139,50,47,27,Healthy,0.94
INV000738,B025,EQ01050,10,9,22,Low Stock,0.9
INV000739,B015,EQ04973,34,33,29,Healthy,0.9705882352941176
INV000740,B008,EQ03778,90,43,28,Medium Stock,0.4777777777777778
INV000741,B025,EQ02277,12,4,24,Low Stock,0.3333333333333333
INV000742,B009,EQ03462,31,5,7,Low Stock,0.16129032258064516
INV000743,B021,EQ03691,65,33,16,Healthy,0.5076923076923077
INV000744,B005,EQ02493,39,21,18,Healthy,0.5384615384615384
INV000745,B011,EQ01840,9,9,27,Low Stock,1.0
INV000746,B028,EQ04334,17,13,18,Low Stock,0.7647058823529411
INV000747,B010,EQ04424,97,6,16,Low Stock,0.061855670103092786
INV000748,B001,EQ02326,37,12,10,Medium Stock,0.32432432432432434
INV000749,B018,EQ00940,12,5,28,Low Stock,0.4166666666666667
INV000750,B023,EQ01253,72,26,5,Medium Stock,0.3611111111111111
INV000751,B028,EQ00968,54,51,13,Healthy,0.9444444444444444
INV000752,B024,EQ04442,23,1,17,Low Stock,0.043478260869565216
INV000753,B027,EQ04656,81,15,30,Low Stock,0.18518518518518517
INV000754,B007,EQ01901,22,15,14,Healthy,0.6818181818181818
INV000755,B026,EQ03940,45,0,18,Low Stock,0.0
INV000756,B014,EQ01536,55,23,29,Low Stock,0.41818181818181815
INV000757,B023,EQ03747,72,45,5,Healthy,0.625
INV000758,B024,EQ02563,17,2,25,Low Stock,0.11764705882352941
INV000759,B017,EQ01623,21,9,28,Low Stock,0.42857142857142855
INV000760,B024,EQ01083,23,14,28,Low Stock,0.6086956521739131
INV000761,B018,EQ03734,71,25,5,Medium Stock,0.352112676056338
INV000762,B018,EQ00957,35,7,21,Low Stock,0.2
INV000763,B005,EQ00242,51,18,24,Low Stock,0.35294117647058826
INV000764,B027,EQ02138,19,15,11,Healthy,0.7894736842105263
INV000765,B020,EQ02458,35,35,8,Healthy,1.0
INV000766,B001,EQ04602,38,6,16,Low Stock,0.15789473684210525
INV000767,B010,EQ01446,74,28,20,Medium Stock,0.3783783783783784
INV000768,B005,EQ02871,26,17,29,Low Stock,0.6538461538461539
INV000769,B026,EQ02080,16,4,16,Low Stock,0.25
INV000770,B024,EQ00903,20,1,7,Low Stock,0.05
INV000771,B016,EQ01252,53,10,18,Low Stock,0.18867924528301888
INV000772,B002,EQ01700,55,3,20,Low Stock,0.05454545454545454
INV000773,B021,EQ02739,71,4,22,Low Stock,0.056338028169014086
INV000774,B006,EQ00373,94,19,22,Low Stock,0.20212765957446807
INV000775,B028,EQ01074,75,17,21,Low Stock,0.22666666666666666
INV000776,B010,EQ04996,5,0,11,Low Stock,0.0
INV000777,B025,EQ00664,97,60,7,Healthy,0.6185567010309279
INV000778,B027,EQ03022,79,37,22,Medium Stock,0.46835443037974683
INV000779,B005,EQ01255,34,0,20,Low Stock,0.0
INV000780,B011,EQ01181,21,16,23,Low Stock,0.7619047619047619
