Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure,Cost_Per_Day
M000293,EQ01691,B017,2026-12-29,Emergency,3,59006.25,Team Delta,No,19668.75
M000294,EQ03061,B012,2025-04-26,Corrective,11,445121.77,Team Charlie,Yes,40465.615454545456
M000295,EQ04484,B022,2025-03-19,Emergency,15,391525.95,Team Echo,Yes,26101.73
M000296,EQ03431,B002,2026-10-10,Emergency,1,38004.41,Team Echo,No,38004.41
M000297,EQ01457,B024,2025-10-11,Corrective,19,701083.0,Team Echo,Yes,36899.10526315789
M000298,EQ03982,B011,2026-12-06,Inspection,12,427726.25,Team Delta,Yes,35643.854166666664
M000299,EQ04985,B008,2025-06-20,Emergency,2,92472.96,Team Charlie,No,46236.48
M000300,EQ03604,B015,2025-09-02,Corrective,3,47645.76,Team Delta,No,15881.92
M000301,EQ00316,B029,2025-02-13,Inspection,2,60874.47,Team Echo,No,30437.235
M000302,EQ00608,B028,2025-06-15,Emergency,19,554126.84,Team Delta,Yes,29164.570526315787
M000303,EQ01675,B006,2026-11-06,Corrective,1,17932.77,Team Charlie,No,17932.77
M000304,EQ01316,B008,2026-10-19,Emergency,2,38488.47,Team Delta,No,19244.235
M000305,EQ01974,B008,2025-04-06,Corrective,4,138891.13,Team Bravo,No,34722.7825
M000306,EQ01733,B022,2025-04-11,Inspection,9,308827.6,Team Alpha,Yes,34314.177777777775
M000307,EQ04293,B027,2025-01-19,Corrective,0,0.0,Team Bravo,No,0.0
M000308,EQ00477,B022,2025-06-09,Emergency,10,249002.75,Team Charlie,Yes,24900.275
M000309,EQ04409,B005,2025-09-22,Inspection,10,498224.53,Team Charlie,Yes,49822.453
M000310,EQ01545,B024,2025-07-13,Preventive,3,75451.19,Team Charlie,No,25150.396666666667
M000311,EQ04427,B030,2025-11-01,Inspection,3,141139.54,Team Echo,No,47046.513333333336
M000312,EQ00462,B023,2026-07-20,Emergency,12,293408.51,Team Bravo,Yes,24450.709166666667
M000313,EQ04103,B015,2025-08-09,Preventive,5,175157.9,Team Echo,No,35031.58
M000314,EQ02019,B012,2026-10-17,Preventive,5,201598.06,Team Echo,No,40319.612
M000315,EQ02036,B026,2026-11-25,Preventive,6,203429.56,Team Charlie,No,33904.926666666666
M000316,EQ03752,B011,2025-03-23,Preventive,1,41146.27,Team Bravo,No,41146.27
M000317,EQ02410,B004,2025-03-27,Corrective,4,164061.69,Team Delta,No,41015.4225
M000318,EQ02839,B004,2026-12-15,Inspection,5,200677.71,Team Bravo,No,40135.542
M000319,EQ04536,B004,2025-01-16,Preventive,3,64930.94,Team Echo,No,21643.646666666667
M000320,EQ00870,B024,2025-01-31,Corrective,7,191411.02,Team Delta,No,27344.431428571428
M000321,EQ02865,B020,2026-06-26,Preventive,2,44446.76,Team Alpha,No,22223.38
M000322,EQ04456,B005,2026-08-22,Corrective,0,0.0,Team Echo,No,0.0
M000323,EQ01353,B022,2025-07-22,Corrective,20,972289.56,Team Charlie,Yes,48614.478
M000324,EQ00907,B002,2025-11-22,Emergency,4,149607.93,Team Echo,No,37401.9825
M000325,EQ00123,B007,2025-12-01,Emergency,4,188794.34,Team Alpha,No,47198.585
M000326,EQ03912,B024,2025-12-29,Preventive,3,117760.4,Team Delta,No,39253.46666666667
M000327,EQ04656,B010,2026-01-28,Inspection,5,96797.74,Team Alpha,No,19359.548000000003
M000328,EQ03415,B028,2026-01-20,Preventive,5,206546.13,Team Echo,No,41309.226
M000329,EQ01783,B022,2025-03-08,Inspection,1,47991.26,Team Bravo,No,47991.26
M000330,EQ02386,B001,2026-08-23,Preventive,1,15302.35,Team Delta,No,15302.35
M000331,EQ03982,B027,2026-09-13,Corrective,5,230196.98,Team Alpha,No,46039.396
M000332,EQ04458,B008,2026-10-13,Preventive,2,92607.31,Team Delta,No,46303.655
M000333,EQ04370,B030,2026-04-14,Inspection,0,0.0,Team Delta,No,0.0
M000334,EQ04320,B018,2025-06-27,Emergency,2,62493.63,Team Alpha,No,31246.815
M000335,EQ03466,B001,2026-06-17,Preventive,2,62373.07,Team Bravo,No,31186.535
M000336,EQ01429,B029,2025-12-24,Inspection,0,0.0,Team Charlie,No,0.0
M000337,EQ01669,B013,2025-04-04,Corrective,3,138745.41,Team Alpha,No,46248.47
M000338,EQ01504,B028,2026-05-28,Emergency,2,35311.66,Team Alpha,No,17655.83
M000339,EQ03112,B022,2025-05-08,Preventive,1,48722.28,Team Echo,No,48722.28
M000340,EQ02350,B011,2026-01-25,Corrective,5,222775.29,Team Charlie,No,44555.058000000005
M000341,EQ04015,B022,2026-02-18,Preventive,12,565568.54,Team Alpha,Yes,47130.71166666667
M000342,EQ01057,B010,2025-12-24,Emergency,1,37056.65,Team Echo,No,37056.65
M000343,EQ03881,B004,2026-12-13,Inspection,4,81894.89,Team Delta,No,20473.7225
M000344,EQ00733,B019,2026-07-14,Corrective,2,45556.52,Team Bravo,No,22778.26
M000345,EQ02355,B030,2026-05-19,Emergency,8,295949.55,Team Echo,Yes,36993.69375
M000346,EQ03078,B002,2025-06-07,Corrective,3,144004.12,Team Charlie,No,48001.37333333333
M000347,EQ03454,B016,2025-01-17,Preventive,3,47533.78,Team Alpha,No,15844.593333333332
M000348,EQ01027,B020,2025-06-19,Emergency,4,86399.44,Team Bravo,No,21599.86
M000349,EQ00005,B005,2026-09-18,Corrective,16,290715.3,Team Bravo,Yes,18169.70625
M000350,EQ03969,B014,2026-02-17,Emergency,17,352318.72,Team Alpha,Yes,20724.630588235294
M000351,EQ03478,B012,2025-02-08,Preventive,9,416649.22,Team Alpha,Yes,46294.357777777775
M000352,EQ02280,B025,2026-11-05,Inspection,15,732972.99,Team Alpha,Yes,48864.866
M000353,EQ03258,B024,2025-10-23,Preventive,9,329029.78,Team Alpha,Yes,36558.86444444445
M000354,EQ01610,B005,2025-09-28,Corrective,17,563444.76,Team Charlie,Yes,33143.809411764705
M000355,EQ04890,B014,2025-08-31,Emergency,12,409515.86,Team Bravo,Yes,34126.32166666666
M000356,EQ01190,B014,2026-12-15,Inspection,3,84830.73,Team Alpha,No,28276.91
M000357,EQ00731,B027,2026-09-23,Inspection,3,92050.47,Team Charlie,No,30683.49
M000358,EQ03682,B005,2025-12-12,Inspection,2,94398.92,Team Delta,No,47199.46
M000359,EQ01604,B026,2025-08-17,Emergency,2,32077.78,Team Echo,No,16038.89
M000360,EQ04509,B014,2026-09-16,Emergency,5,113400.01,Team Echo,No,22680.002
M000361,EQ00640,B010,2026-07-26,Preventive,9,166205.36,Team Echo,Yes,18467.26222222222
M000362,EQ01419,B004,2026-11-02,Corrective,18,473241.93,Team Bravo,Yes,26291.218333333334
M000363,EQ00565,B011,2025-03-28,Corrective,18,651406.55,Team Alpha,Yes,36189.25277777778
M000364,EQ01545,B023,2026-01-04,Inspection,2,68767.71,Team Alpha,No,34383.855
M000365,EQ00124,B001,2026-12-29,Preventive,8,324157.18,Team Delta,Yes,40519.6475
M000366,EQ00672,B003,2025-09-10,Inspection,4,95595.48,Team Delta,No,23898.87
M000367,EQ02922,B020,2025-07-21,Inspection,2,41417.48,Team Bravo,No,20708.74
M000368,EQ03604,B007,2026-02-16,Corrective,3,101036.02,Team Bravo,No,33678.67333333333
M000369,EQ04915,B001,2025-11-16,Preventive,7,242251.68,Team Echo,No,34607.38285714285
M000370,EQ03817,B025,2025-09-10,Inspection,1,25012.7,Team Charlie,No,25012.7
M000371,EQ01274,B014,2026-04-18,Inspection,3,57161.89,Team Alpha,No,19053.963333333333
M000372,EQ01277,B020,2026-01-06,Corrective,20,505752.21,Team Delta,Yes,25287.610500000003
M000373,EQ02493,B002,2025-11-12,Preventive,3,133225.39,Team Delta,No,44408.46333333334
M000374,EQ00598,B006,2025-03-23,Emergency,17,390284.93,Team Charlie,Yes,22957.93705882353
M000375,EQ03875,B018,2025-02-27,Corrective,5,109385.49,Team Charlie,No,21877.098
M000376,EQ02576,B021,2025-10-28,Preventive,4,149087.59,Team Charlie,No,37271.8975
M000377,EQ04888,B006,2026-07-29,Emergency,5,249754.6,Team Delta,No,49950.92
M000378,EQ02276,B011,2026-02-15,Preventive,7,200841.02,Team Bravo,No,28691.574285714283
M000379,EQ02698,B014,2025-01-30,Preventive,14,540116.37,Team Alpha,Yes,38579.74071428571
M000380,EQ01978,B028,2026-01-21,Inspection,4,89429.38,Team Delta,No,22357.345
M000381,EQ02081,B026,2025-01-21,Corrective,4,65432.6,Team Delta,No,16358.15
M000382,EQ00581,B001,2026-08-22,Emergency,1,43726.48,Team Alpha,No,43726.48
M000383,EQ02457,B025,2026-10-11,Emergency,4,69015.62,Team Echo,No,17253.905
M000384,EQ02363,B006,2026-06-08,Inspection,0,0.0,Team Bravo,No,0.0
M000385,EQ02017,B021,2026-05-03,Preventive,17,698295.29,Team Delta,Yes,41076.193529411765
M000386,EQ04979,B008,2025-04-22,Preventive,3,130780.3,Team Alpha,No,43593.433333333334
M000387,EQ01622,B007,2025-03-26,Inspection,15,673087.69,Team Bravo,Yes,44872.51266666666
M000388,EQ01829,B003,2025-10-04,Inspection,1,29224.65,Team Charlie,No,29224.65
M000389,EQ04134,B014,2026-07-06,Emergency,2,94148.94,Team Delta,No,47074.47
M000390,EQ03973,B004,2025-11-24,Preventive,3,58311.69,Team Echo,No,19437.23
M000391,EQ01197,B028,2026-12-17,Corrective,3,70786.52,Team Charlie,No,23595.506666666668
M000392,EQ04944,B007,2026-10-10,Corrective,0,0.0,Team Charlie,No,0.0
M000393,EQ00058,B021,2026-10-05,Corrective,8,393782.5,Team Echo,Yes,49222.8125
M000394,EQ04470,B012,2026-09-21,Inspection,12,265935.97,Team Alpha,Yes,22161.33083333333
M000395,EQ00741,B002,2026-05-09,Corrective,9,194616.56,Team Delta,Yes,21624.062222222223
M000396,EQ04263,B030,2026-10-05,Emergency,0,0.0,Team Echo,No,0.0
M000397,EQ04733,B018,2025-03-28,Corrective,1,37343.34,Team Alpha,No,37343.34
M000398,EQ01955,B001,2025-09-11,Corrective,3,50678.23,Team Charlie,No,16892.743333333336
M000399,EQ00085,B001,2026-05-19,Corrective,1,41744.18,Team Echo,No,41744.18
M000400,EQ00385,B018,2026-11-13,Emergency,4,184331.45,Team Charlie,No,46082.8625
M000401,EQ04055,B022,2026-08-15,Corrective,3,108777.74,Team Delta,No,36259.246666666666
M000402,EQ02629,B003,2026-05-29,Inspection,18,684355.43,Team Alpha,Yes,38019.74611111111
M000403,EQ03186,B016,2025-08-13,Emergency,3,112904.37,Team Alpha,No,37634.79
M000404,EQ04420,B021,2026-01-15,Corrective,14,348709.42,Team Charlie,Yes,24907.815714285713
M000405,EQ02039,B018,2026-07-17,Inspection,2,46310.11,Team Delta,No,23155.055
M000406,EQ01224,B027,2025-04-20,Corrective,15,603890.73,Team Alpha,Yes,40259.382
M000407,EQ02230,B014,2025-05-31,Corrective,9,239766.37,Team Alpha,Yes,26640.707777777778
M000408,EQ04906,B022,2026-10-24,Emergency,1,32983.16,Team Echo,No,32983.16
M000409,EQ03400,B020,2026-12-24,Emergency,0,0.0,Team Echo,No,0.0
M000410,EQ01726,B011,2026-09-05,Corrective,9,140042.63,Team Charlie,Yes,15560.292222222222
M000411,EQ03957,B028,2026-12-10,Corrective,0,0.0,Team Echo,No,0.0
M000412,EQ04807,B029,2026-12-11,Emergency,3,120930.55,Team Alpha,No,40310.183333333334
M000413,EQ02064,B022,2026-04-16,Emergency,7,161516.82,Team Delta,No,23073.83142857143
M000414,EQ04559,B021,2026-04-06,Corrective,3,114863.67,Team Charlie,No,38287.89
M000415,EQ00331,B026,2026-08-23,Emergency,2,87737.72,Team Delta,No,43868.86
M000416,EQ03726,B020,2025-03-24,Preventive,1,36675.06,Team Delta,No,36675.06
M000417,EQ03508,B020,2025-02-14,Emergency,5,226092.68,Team Bravo,No,45218.536
M000418,EQ02612,B002,2025-09-08,Preventive,9,432445.49,Team Alpha,Yes,48049.49888888889
M000419,EQ02449,B017,2025-04-01,Preventive,14,272729.93,Team Bravo,Yes,19480.709285714285
M000420,EQ04021,B003,2025-10-10,Preventive,5,134874.77,Team Echo,No,26974.953999999998
M000421,EQ00509,B020,2025-02-02,Corrective,7,272971.09,Team Delta,No,38995.87
M000422,EQ02195,B004,2025-02-07,Preventive,8,315802.19,Team Alpha,Yes,39475.27375
M000423,EQ04122,B007,2025-04-19,Inspection,11,514752.51,Team Bravo,Yes,46795.68272727273
M000424,EQ03385,B023,2026-09-03,Emergency,5,238053.84,Team Delta,No,47610.768
M000425,EQ03979,B009,2025-10-10,Inspection,2,73170.29,Team Alpha,No,36585.145
M000426,EQ03932,B006,2025-05-04,Emergency,13,507988.67,Team Charlie,Yes,39076.051538461536
M000427,EQ00244,B025,2026-11-15,Emergency,8,276555.82,Team Delta,Yes,34569.4775
M000428,EQ02718,B001,2026-05-29,Emergency,0,0.0,Team Bravo,No,0.0
M000429,EQ04316,B021,2025-07-23,Emergency,4,112704.18,Team Bravo,No,28176.045
M000430,EQ02056,B016,2025-06-04,Preventive,13,385814.36,Team Charlie,Yes,29678.027692307693
M000431,EQ03800,B010,2026-04-12,Emergency,14,570347.05,Team Charlie,Yes,40739.075000000004
M000432,EQ01221,B027,2025-10-27,Preventive,19,876700.09,Team Charlie,Yes,46142.11
M000433,EQ00734,B001,2025-05-02,Corrective,12,490857.97,Team Alpha,Yes,40904.83083333333
M000434,EQ02167,B029,2026-05-30,Corrective,8,364262.65,Team Delta,Yes,45532.83125
M000435,EQ04056,B010,2025-08-21,Inspection,2,77064.37,Team Alpha,No,38532.185
M000436,EQ01036,B010,2025-04-10,Emergency,3,83230.12,Team Echo,No,27743.373333333333
M000437,EQ02409,B021,2025-06-28,Corrective,9,325997.57,Team Delta,Yes,36221.95222222222
M000438,EQ04919,B022,2026-06-30,Preventive,2,56602.1,Team Alpha,No,28301.05
M000439,EQ04898,B006,2025-09-19,Emergency,1,49044.37,Team Charlie,No,49044.37
M000440,EQ03476,B024,2026-09-20,Corrective,1,39223.72,Team Echo,No,39223.72
M000441,EQ01592,B027,2025-07-14,Preventive,5,232681.06,Team Delta,No,46536.212
M000442,EQ02899,B020,2026-02-09,Preventive,14,377939.87,Team Charlie,Yes,26995.704999999998
M000443,EQ04352,B009,2026-04-01,Emergency,4,177183.08,Team Echo,No,44295.77
M000444,EQ01327,B028,2026-12-02,Inspection,9,401606.24,Team Delta,Yes,44622.915555555555
M000445,EQ02533,B017,2026-10-15,Preventive,3,73039.69,Team Alpha,No,24346.563333333335
M000446,EQ00152,B014,2026-12-09,Inspection,9,419695.44,Team Delta,Yes,46632.82666666667
M000447,EQ01939,B011,2025-08-15,Preventive,20,404940.4,Team Delta,Yes,20247.02
M000448,EQ01811,B016,2025-05-19,Preventive,13,533086.34,Team Echo,Yes,41006.64153846154
M000449,EQ03735,B019,2026-07-23,Emergency,1,38763.9,Team Alpha,No,38763.9
M000450,EQ02016,B001,2026-12-12,Preventive,0,0.0,Team Bravo,No,0.0
M000451,EQ01265,B028,2025-01-12,Emergency,2,56423.67,Team Delta,No,28211.835
M000452,EQ02625,B005,2026-11-04,Inspection,3,112496.99,Team Bravo,No,37498.996666666666
M000453,EQ03973,B002,2026-12-28,Inspection,1,39813.51,Team Echo,No,39813.51
M000454,EQ02856,B009,2025-11-05,Inspection,3,46255.25,Team Echo,No,15418.416666666666
M000455,EQ04502,B024,2025-10-24,Corrective,2,83697.51,Team Echo,No,41848.755
M000456,EQ03206,B007,2026-12-19,Preventive,2,99258.54,Team Bravo,No,49629.27
M000457,EQ03129,B005,2025-02-06,Emergency,1,49204.59,Team Bravo,No,49204.59
M000458,EQ02502,B003,2025-12-18,Corrective,5,137072.07,Team Charlie,No,27414.414
M000459,EQ00090,B027,2025-12-25,Inspection,9,356563.72,Team Delta,Yes,39618.19111111111
M000460,EQ04308,B008,2025-05-16,Emergency,6,137019.51,Team Echo,No,22836.585000000003
M000461,EQ03472,B028,2026-10-20,Preventive,1,35581.38,Team Alpha,No,35581.38
M000462,EQ04856,B019,2025-09-13,Corrective,20,830536.45,Team Bravo,Yes,41526.822499999995
M000463,EQ00123,B020,2026-02-25,Corrective,3,130908.19,Team Charlie,No,43636.06333333333
M000464,EQ00300,B022,2026-02-25,Emergency,4,124386.25,Team Echo,No,31096.5625
M000465,EQ02894,B019,2025-02-21,Inspection,2,42629.05,Team Bravo,No,21314.525
M000466,EQ02200,B027,2026-10-21,Preventive,3,110893.46,Team Alpha,No,36964.48666666667
M000467,EQ00324,B027,2026-11-11,Preventive,3,53880.82,Team Bravo,No,17960.273333333334
M000468,EQ05000,B023,2026-02-08,Preventive,8,156461.71,Team Delta,Yes,19557.71375
M000469,EQ02844,B027,2025-04-09,Preventive,3,69798.51,Team Delta,No,23266.17
M000470,EQ04556,B008,2025-01-28,Corrective,5,102696.34,Team Charlie,No,20539.268
M000471,EQ02089,B008,2026-02-02,Inspection,5,174462.82,Team Delta,No,34892.564
M000472,EQ01699,B003,2025-10-22,Preventive,2,90658.76,Team Bravo,No,45329.38
M000473,EQ03493,B026,2026-06-10,Inspection,5,110948.85,Team Charlie,No,22189.77
M000474,EQ01777,B011,2025-01-24,Inspection,6,289278.31,Team Alpha,No,48213.051666666666
M000475,EQ04801,B020,2026-04-10,Corrective,12,457472.12,Team Delta,Yes,38122.676666666666
M000476,EQ01500,B022,2026-12-06,Inspection,8,232228.39,Team Delta,Yes,29028.54875
M000477,EQ01817,B023,2026-12-09,Preventive,4,136881.85,Team Delta,No,34220.4625
M000478,EQ03138,B021,2025-12-18,Preventive,2,85849.53,Team Bravo,No,42924.765
M000479,EQ03430,B028,2025-05-19,Corrective,18,505471.08,Team Charlie,Yes,28081.72666666667
M000480,EQ03511,B004,2025-02-02,Preventive,15,719680.26,Team Bravo,Yes,47978.684
M000481,EQ01577,B018,2026-10-26,Corrective,16,751163.69,Team Echo,Yes,46947.730625
M000482,EQ00384,B014,2026-06-07,Inspection,7,310069.35,Team Bravo,No,44295.62142857142
M000483,EQ03860,B029,2025-04-30,Inspection,2,51809.98,Team Charlie,No,25904.99
M000484,EQ04229,B005,2026-08-31,Inspection,8,352235.66,Team Charlie,Yes,44029.4575
M000485,EQ03801,B003,2025-03-09,Emergency,2,42198.08,Team Alpha,No,21099.04
M000486,EQ01475,B007,2026-06-14,Emergency,7,182163.83,Team Charlie,No,26023.404285714285
M000487,EQ00258,B009,2026-08-16,Preventive,6,162083.07,Team Delta,No,27013.845
M000488,EQ02903,B016,2026-02-27,Preventive,4,105495.56,Team Bravo,No,26373.89
M000489,EQ04691,B013,2025-04-10,Preventive,16,750640.6,Team Echo,Yes,46915.0375
M000490,EQ03852,B003,2026-04-29,Corrective,5,200567.21,Team Delta,No,40113.441999999995
M000491,EQ04120,B019,2025-10-04,Emergency,5,239250.09,Team Delta,No,47850.018
M000492,EQ04153,B012,2025-08-23,Inspection,8,270120.45,Team Bravo,Yes,33765.05625
M000493,EQ01919,B022,2026-05-02,Preventive,7,324866.99,Team Bravo,No,46409.57
M000494,EQ02841,B026,2026-01-13,Inspection,4,163350.43,Team Delta,No,40837.6075
M000495,EQ03406,B013,2026-02-06,Emergency,4,95834.86,Team Charlie,No,23958.715
M000496,EQ04839,B001,2025-11-26,Corrective,9,283752.85,Team Echo,Yes,31528.094444444443
M000497,EQ00559,B011,2025-11-17,Inspection,2,31279.59,Team Alpha,No,15639.795
M000498,EQ00939,B001,2026-01-18,Inspection,16,255558.9,Team Charlie,Yes,15972.43125
M000499,EQ01767,B022,2025-08-22,Emergency,4,188844.45,Team Echo,No,47211.1125
M000500,EQ04580,B010,2026-04-27,Inspection,19,538125.07,Team Bravo,Yes,28322.372105263155
M000501,EQ03893,B029,2026-09-19,Corrective,6,163061.57,Team Alpha,No,27176.928333333333
M000502,EQ03157,B020,2026-10-02,Inspection,7,330344.96,Team Delta,No,47192.137142857144
M000503,EQ03409,B011,2026-05-20,Inspection,4,83448.56,Team Echo,No,20862.14
M000504,EQ01571,B020,2025-02-09,Corrective,3,112807.37,Team Alpha,No,37602.456666666665
M000505,EQ01380,B013,2026-07-21,Preventive,2,95657.44,Team Charlie,No,47828.72
M000506,EQ00904,B022,2026-08-30,Corrective,5,105483.21,Team Charlie,No,21096.642
M000507,EQ00655,B016,2025-01-03,Preventive,6,212203.86,Team Echo,No,35367.31
M000508,EQ00761,B004,2026-08-31,Emergency,4,75180.62,Team Alpha,No,18795.155
M000509,EQ03062,B025,2026-08-12,Preventive,6,129850.08,Team Delta,No,21641.68
M000510,EQ01296,B027,2026-05-13,Inspection,14,264488.82,Team Delta,Yes,18892.058571428573
M000511,EQ04168,B018,2025-05-03,Emergency,4,78941.12,Team Delta,No,19735.28
M000512,EQ01682,B024,2026-12-08,Emergency,9,295109.87,Team Bravo,Yes,32789.985555555555
M000513,EQ04215,B019,2026-10-23,Emergency,3,83429.35,Team Bravo,No,27809.783333333336
M000514,EQ02812,B002,2025-10-30,Inspection,3,99213.01,Team Charlie,No,33071.003333333334
M000515,EQ04326,B017,2025-02-06,Emergency,11,373702.77,Team Echo,Yes,33972.979090909095
M000516,EQ00792,B007,2026-08-12,Emergency,13,267263.27,Team Delta,Yes,20558.71307692308
M000517,EQ03415,B002,2025-04-03,Inspection,17,559184.18,Team Bravo,Yes,32893.18705882353
M000518,EQ01002,B009,2025-03-27,Corrective,19,881529.09,Team Charlie,Yes,46396.26789473684
M000519,EQ02274,B025,2025-11-04,Corrective,15,382650.67,Team Charlie,Yes,25510.044666666665
M000520,EQ00752,B030,2026-05-02,Emergency,1,42651.14,Team Charlie,No,42651.14
M000521,EQ04183,B009,2026-05-11,Inspection,1,34646.92,Team Bravo,No,34646.92
M000522,EQ02463,B016,2025-05-04,Corrective,4,198737.07,Team Bravo,No,49684.2675
M000523,EQ04996,B007,2026-06-23,Corrective,2,66085.73,Team Alpha,No,33042.865
M000524,EQ03255,B019,2025-02-22,Emergency,20,821281.17,Team Alpha,Yes,41064.0585
M000525,EQ04987,B006,2026-11-30,Corrective,2,78199.43,Team Echo,No,39099.715
M000526,EQ01267,B009,2025-07-24,Inspection,17,584648.74,Team Echo,Yes,34391.102352941176
M000527,EQ00913,B009,2026-12-06,Corrective,2,69396.67,Team Bravo,No,34698.335
M000528,EQ00169,B007,2025-05-02,Corrective,1,31173.59,Team Delta,No,31173.59
M000529,EQ04484,B011,2026-10-16,Corrective,5,127081.69,Team Echo,No,25416.338
M000530,EQ01377,B028,2026-10-11,Preventive,3,61735.08,Team Alpha,No,20578.36
M000531,EQ00782,B011,2026-08-21,Emergency,15,460709.6,Team Bravo,Yes,30713.97333333333
M000532,EQ02745,B004,2026-06-16,Preventive,0,0.0,Team Delta,No,0.0
M000533,EQ00402,B012,2025-08-17,Inspection,0,0.0,Team Delta,No,0.0
M000534,EQ00328,B020,2025-08-19,Corrective,2,56475.68,Team Echo,No,28237.84
M000535,EQ04482,B025,2025-03-12,Inspection,2,54347.48,Team Charlie,No,27173.74
M000536,EQ01247,B020,2025-10-03,Preventive,5,97783.97,Team Alpha,No,19556.794
M000537,EQ03063,B001,2025-07-04,Preventive,7,170131.14,Team Charlie,No,24304.448571428573
M000538,EQ00967,B002,2025-04-30,Preventive,8,142384.75,Team Alpha,Yes,17798.09375
M000539,EQ03979,B020,2025-04-19,Inspection,4,178665.13,Team Charlie,No,44666.2825
M000540,EQ02157,B019,2025-09-24,Corrective,4,177613.75,Team Echo,No,44403.4375
M000541,EQ01851,B029,2025-05-17,Corrective,1,15131.22,Team Echo,No,15131.22
M000542,EQ01310,B021,2026-07-06,Emergency,3,78261.87,Team Echo,No,26087.289999999997
M000543,EQ02348,B010,2025-08-30,Emergency,20,419180.23,Team Alpha,Yes,20959.0115
M000544,EQ00906,B014,2025-08-27,Inspection,15,432788.24,Team Echo,Yes,28852.549333333332
M000545,EQ02762,B009,2026-01-04,Emergency,8,281993.85,Team Delta,Yes,35249.23125
M000546,EQ04891,B021,2026-05-08,Emergency,19,743416.91,Team Delta,Yes,39127.205789473686
M000547,EQ03008,B006,2026-05-14,Corrective,4,75732.37,Team Alpha,No,18933.0925
M000548,EQ02116,B006,2026-02-27,Preventive,8,370577.71,Team Charlie,Yes,46322.21375
M000549,EQ01130,B016,2026-07-15,Corrective,8,302833.88,Team Charlie,Yes,37854.235
M000550,EQ03026,B016,2025-02-13,Corrective,7,281904.66,Team Alpha,No,40272.09428571428
M000551,EQ02950,B006,2026-10-26,Preventive,7,122526.96,Team Charlie,No,17503.85142857143
