Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status,Equipment_Age
EQ00333,SUP0277,Tank,Tank,Tata Advanced Systems,2012,10,Operational,14
EQ00334,SUP0040,Communication System,Communication System,BEL,2005,20,Maintenance,21
EQ00335,SUP0122,Armored Vehicle,Armored Vehicle,DRDO,2017,13,Operational,9
EQ00336,SUP0217,Drone,Drone,BEL,2008,10,Operational,18
EQ00337,SUP0228,Drone,Drone,HAL,2021,26,Operational,5
EQ00338,SUP0207,Tank,Tank,Bharat Dynamics,2012,22,Operational,14
EQ00339,SUP0189,Tank,Tank,L&T Defence,2023,28,Operational,3
EQ00340,SUP0259,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2016,19,Operational,10
EQ00341,SUP0028,Generator,Generator,L&T Defence,2006,17,Operational,20
EQ00342,SUP0153,Drone,Drone,Tata Advanced Systems,2020,11,Operational,6
EQ00343,SUP0300,Truck,Truck,Ashok Leyland Defence,2013,23,Operational,13
EQ00344,SUP0104,Communication System,Communication System,Ashok Leyland Defence,2021,23,Operational,5
EQ00345,SUP0220,Truck,Truck,HAL,2008,24,Operational,18
EQ00346,SUP0177,Armored Vehicle,Armored Vehicle,DRDO,2013,21,Operational,13
EQ00347,SUP0073,Drone,Drone,L&T Defence,2021,23,Operational,5
EQ00348,SUP0225,Missile Launcher,Missile Launcher,Mahindra Defence,2024,19,Operational,2
EQ00349,SUP0045,Communication System,Communication System,Bharat Dynamics,2019,29,Maintenance,7
EQ00350,SUP0049,Generator,Generator,HAL,2017,16,Operational,9
EQ00351,SUP0240,Truck,Truck,L&T Defence,2009,18,Out of Service,17
EQ00352,SUP0009,Truck,Truck,Tata Advanced Systems,2025,29,Operational,1
EQ00353,SUP0142,Armored Vehicle,Armored Vehicle,Mahindra Defence,2019,20,Operational,7
EQ00354,SUP0003,Generator,Generator,Mahindra Defence,2006,29,Operational,20
EQ00355,SUP0087,Tank,Tank,HAL,2021,17,Operational,5
EQ00356,SUP0059,Communication System,Communication System,HAL,2014,29,Operational,12
EQ00357,SUP0201,Drone,Drone,Tata Advanced Systems,2011,13,Operational,15
EQ00358,SUP0179,Radar,Radar,Ashok Leyland Defence,2018,25,Operational,8
EQ00359,SUP0140,Generator,Generator,Ashok Leyland Defence,2023,30,Operational,3
EQ00360,SUP0102,Communication System,Communication System,BEL,2005,26,Maintenance,21
EQ00361,SUP0255,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2007,26,Operational,19
EQ00362,SUP0237,Drone,Drone,L&T Defence,2017,29,Operational,9
EQ00363,SUP0052,Armored Vehicle,Armored Vehicle,Mahindra Defence,2013,30,Operational,13
EQ00364,SUP0047,Armored Vehicle,Armored Vehicle,Mahindra Defence,2016,27,Operational,10
EQ00365,SUP0229,Truck,Truck,HAL,2025,20,Operational,1
EQ00366,SUP0221,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2018,19,Operational,8
EQ00367,SUP0100,Truck,Truck,L&T Defence,2014,13,Operational,12
EQ00368,SUP0002,Armored Vehicle,Armored Vehicle,DRDO,2018,29,Operational,8
EQ00369,SUP0285,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2024,18,Maintenance,2
EQ00370,SUP0076,Missile Launcher,Missile Launcher,L&T Defence,2014,27,Operational,12
EQ00371,SUP0283,Missile Launcher,Missile Launcher,Bharat Dynamics,2023,25,Operational,3
EQ00372,SUP0190,Truck,Truck,Tata Advanced Systems,2022,29,Operational,4
EQ00373,SUP0017,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2012,18,Operational,14
EQ00374,SUP0137,Drone,Drone,Ashok Leyland Defence,2005,27,Maintenance,21
EQ00375,SUP0010,Tank,Tank,DRDO,2014,17,Operational,12
EQ00376,SUP0217,Armored Vehicle,Armored Vehicle,HAL,2009,25,Operational,17
EQ00377,SUP0241,Truck,Truck,Tata Advanced Systems,2018,27,Operational,8
EQ00378,SUP0236,Generator,Generator,HAL,2012,20,Operational,14
EQ00379,SUP0250,Communication System,Communication System,Bharat Dynamics,2021,22,Operational,5
EQ00380,SUP0153,Tank,Tank,Ashok Leyland Defence,2018,11,Operational,8
EQ00381,SUP0024,Drone,Drone,Bharat Dynamics,2006,15,Maintenance,20
EQ00382,SUP0106,Truck,Truck,Tata Advanced Systems,2022,16,Operational,4
EQ00383,SUP0289,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2005,18,Operational,21
EQ00384,SUP0085,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2009,30,Operational,17
EQ00385,SUP0187,Drone,Drone,Mahindra Defence,2005,15,Operational,21
EQ00386,SUP0193,Generator,Generator,Tata Advanced Systems,2021,16,Operational,5
EQ00387,SUP0049,Communication System,Communication System,Mahindra Defence,2011,22,Operational,15
EQ00388,SUP0145,Radar,Radar,Bharat Dynamics,2009,10,Maintenance,17
EQ00389,SUP0005,Communication System,Communication System,Mahindra Defence,2010,14,Maintenance,16
EQ00390,SUP0168,Radar,Radar,Tata Advanced Systems,2016,27,Operational,10
EQ00391,SUP0016,Truck,Truck,L&T Defence,2014,14,Operational,12
EQ00392,SUP0021,Communication System,Communication System,DRDO,2006,23,Operational,20
EQ00393,SUP0123,Tank,Tank,HAL,2014,13,Out of Service,12
EQ00394,SUP0214,Drone,Drone,DRDO,2009,10,Operational,17
EQ00395,SUP0047,Radar,Radar,L&T Defence,2016,26,Operational,10
EQ00396,SUP0212,Communication System,Communication System,HAL,2009,18,Operational,17
EQ00397,SUP0047,Truck,Truck,Bharat Dynamics,2019,27,Out of Service,7
EQ00398,SUP0206,Drone,Drone,Tata Advanced Systems,2013,10,Operational,13
EQ00399,SUP0152,Generator,Generator,Bharat Dynamics,2006,16,Operational,20
EQ00400,SUP0163,Armored Vehicle,Armored Vehicle,DRDO,2023,21,Operational,3
EQ00401,SUP0147,Communication System,Communication System,Ashok Leyland Defence,2025,27,Operational,1
EQ00402,SUP0129,Generator,Generator,Mahindra Defence,2024,26,Operational,2
EQ00403,SUP0211,Drone,Drone,Ashok Leyland Defence,2015,27,Operational,11
EQ00404,SUP0215,Tank,Tank,Mahindra Defence,2016,30,Operational,10
EQ00405,SUP0033,Truck,Truck,DRDO,2023,10,Operational,3
EQ00406,SUP0190,Tank,Tank,Mahindra Defence,2017,11,Maintenance,9
EQ00407,SUP0045,Generator,Generator,Tata Advanced Systems,2015,18,Operational,11
EQ00408,SUP0106,Missile Launcher,Missile Launcher,HAL,2023,22,Operational,3
EQ00409,SUP0111,Communication System,Communication System,Tata Advanced Systems,2016,19,Operational,10
EQ00410,SUP0153,Truck,Truck,L&T Defence,2009,19,Out of Service,17
EQ00411,SUP0003,Communication System,Communication System,Bharat Dynamics,2007,18,Maintenance,19
EQ00412,SUP0045,Generator,Generator,DRDO,2021,18,Operational,5
EQ00413,SUP0293,Generator,Generator,BEL,2006,17,Operational,20
EQ00414,SUP0282,Communication System,Communication System,Ashok Leyland Defence,2006,22,Operational,20
EQ00415,SUP0158,Armored Vehicle,Armored Vehicle,DRDO,2019,26,Operational,7
EQ00416,SUP0218,Drone,Drone,Bharat Dynamics,2024,23,Operational,2
EQ00417,SUP0017,Tank,Tank,L&T Defence,2015,10,Operational,11
EQ00418,SUP0258,Communication System,Communication System,L&T Defence,2023,25,Operational,3
EQ00419,SUP0197,Truck,Truck,Mahindra Defence,2023,21,Operational,3
EQ00420,SUP0202,Drone,Drone,Mahindra Defence,2013,28,Maintenance,13
EQ00421,SUP0083,Missile Launcher,Missile Launcher,DRDO,2010,27,Maintenance,16
EQ00422,SUP0300,Truck,Truck,BEL,2018,13,Operational,8
EQ00423,SUP0046,Radar,Radar,Ashok Leyland Defence,2020,11,Operational,6
EQ00424,SUP0173,Radar,Radar,Tata Advanced Systems,2025,18,Operational,1
EQ00425,SUP0279,Radar,Radar,Bharat Dynamics,2023,21,Operational,3
EQ00426,SUP0085,Drone,Drone,BEL,2019,28,Operational,7
EQ00427,SUP0239,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2019,29,Operational,7
EQ00428,SUP0171,Generator,Generator,HAL,2022,25,Operational,4
EQ00429,SUP0153,Generator,Generator,L&T Defence,2024,20,Operational,2
EQ00430,SUP0072,Missile Launcher,Missile Launcher,Bharat Dynamics,2015,13,Maintenance,11
EQ00431,SUP0296,Communication System,Communication System,Mahindra Defence,2021,10,Maintenance,5
EQ00432,SUP0043,Missile Launcher,Missile Launcher,Mahindra Defence,2020,30,Operational,6
EQ00433,SUP0031,Communication System,Communication System,Bharat Dynamics,2005,25,Operational,21
EQ00434,SUP0297,Truck,Truck,DRDO,2020,28,Operational,6
EQ00435,SUP0279,Communication System,Communication System,Ashok Leyland Defence,2021,20,Operational,5
EQ00436,SUP0256,Radar,Radar,DRDO,2012,11,Operational,14
EQ00437,SUP0274,Missile Launcher,Missile Launcher,Mahindra Defence,2017,14,Operational,9
EQ00438,SUP0086,Tank,Tank,BEL,2010,20,Maintenance,16
EQ00439,SUP0100,Tank,Tank,DRDO,2017,17,Operational,9
EQ00440,SUP0182,Generator,Generator,DRDO,2025,29,Operational,1
EQ00441,SUP0270,Radar,Radar,Tata Advanced Systems,2008,26,Operational,18
EQ00442,SUP0034,Drone,Drone,HAL,2023,17,Operational,3
EQ00443,SUP0073,Generator,Generator,Ashok Leyland Defence,2024,27,Operational,2
EQ00444,SUP0124,Radar,Radar,HAL,2006,24,Operational,20
EQ00445,SUP0046,Radar,Radar,DRDO,2022,18,Maintenance,4
EQ00446,SUP0048,Communication System,Communication System,HAL,2012,11,Operational,14
EQ00447,SUP0292,Generator,Generator,Bharat Dynamics,2010,16,Maintenance,16
EQ00448,SUP0193,Radar,Radar,Tata Advanced Systems,2022,10,Operational,4
EQ00449,SUP0295,Radar,Radar,Bharat Dynamics,2023,20,Operational,3
EQ00450,SUP0085,Truck,Truck,L&T Defence,2007,30,Out of Service,19
EQ00451,SUP0168,Communication System,Communication System,Ashok Leyland Defence,2019,17,Maintenance,7
EQ00452,SUP0207,Generator,Generator,Bharat Dynamics,2015,28,Operational,11
EQ00453,SUP0029,Truck,Truck,BEL,2020,24,Operational,6
EQ00454,SUP0058,Armored Vehicle,Armored Vehicle,L&T Defence,2024,29,Operational,2
EQ00455,SUP0049,Tank,Tank,BEL,2018,18,Operational,8
EQ00456,SUP0067,Missile Launcher,Missile Launcher,BEL,2025,14,Operational,1
EQ00457,SUP0073,Tank,Tank,Bharat Dynamics,2013,17,Operational,13
EQ00458,SUP0008,Communication System,Communication System,Tata Advanced Systems,2009,24,Maintenance,17
EQ00459,SUP0132,Radar,Radar,Mahindra Defence,2008,24,Operational,18
EQ00460,SUP0158,Armored Vehicle,Armored Vehicle,HAL,2008,30,Maintenance,18
EQ00461,SUP0267,Communication System,Communication System,DRDO,2012,25,Operational,14
EQ00462,SUP0286,Generator,Generator,Ashok Leyland Defence,2006,30,Operational,20
EQ00463,SUP0183,Truck,Truck,Bharat Dynamics,2019,26,Out of Service,7
EQ00464,SUP0214,Communication System,Communication System,L&T Defence,2017,12,Operational,9
EQ00465,SUP0168,Radar,Radar,BEL,2009,26,Operational,17
EQ00466,SUP0243,Tank,Tank,BEL,2008,19,Out of Service,18
EQ00467,SUP0178,Radar,Radar,Bharat Dynamics,2018,26,Maintenance,8
EQ00468,SUP0256,Tank,Tank,Bharat Dynamics,2016,29,Operational,10
EQ00469,SUP0134,Generator,Generator,DRDO,2018,25,Operational,8
EQ00470,SUP0059,Armored Vehicle,Armored Vehicle,DRDO,2011,23,Operational,15
EQ00471,SUP0283,Missile Launcher,Missile Launcher,HAL,2019,18,Operational,7
EQ00472,SUP0147,Tank,Tank,BEL,2009,22,Operational,17
EQ00473,SUP0199,Missile Launcher,Missile Launcher,BEL,2021,17,Operational,5
EQ00474,SUP0154,Tank,Tank,Mahindra Defence,2012,27,Operational,14
EQ00475,SUP0236,Drone,Drone,BEL,2006,16,Operational,20
EQ00476,SUP0036,Generator,Generator,L&T Defence,2013,22,Operational,13
EQ00477,SUP0247,Communication System,Communication System,Bharat Dynamics,2025,24,Operational,1
EQ00478,SUP0012,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2022,18,Operational,4
EQ00479,SUP0097,Radar,Radar,Ashok Leyland Defence,2020,30,Operational,6
EQ00480,SUP0179,Communication System,Communication System,Bharat Dynamics,2009,21,Maintenance,17
EQ00481,SUP0106,Communication System,Communication System,Tata Advanced Systems,2012,10,Operational,14
EQ00482,SUP0267,Armored Vehicle,Armored Vehicle,DRDO,2023,21,Out of Service,3
EQ00483,SUP0191,Communication System,Communication System,HAL,2007,29,Maintenance,19
EQ00484,SUP0211,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2019,21,Operational,7
EQ00485,SUP0073,Communication System,Communication System,DRDO,2020,11,Operational,6
EQ00486,SUP0029,Communication System,Communication System,DRDO,2022,13,Out of Service,4
EQ00487,SUP0133,Radar,Radar,Tata Advanced Systems,2025,28,Out of Service,1
EQ00488,SUP0083,Communication System,Communication System,BEL,2012,26,Operational,14
EQ00489,SUP0211,Tank,Tank,Ashok Leyland Defence,2012,22,Operational,14
EQ00490,SUP0182,Communication System,Communication System,BEL,2021,12,Maintenance,5
EQ00491,SUP0068,Radar,Radar,HAL,2022,26,Maintenance,4
EQ00492,SUP0042,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2006,25,Maintenance,20
EQ00493,SUP0179,Drone,Drone,BEL,2006,22,Maintenance,20
EQ00494,SUP0057,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,27,Operational,9
EQ00495,SUP0250,Drone,Drone,Bharat Dynamics,2012,21,Operational,14
EQ00496,SUP0224,Armored Vehicle,Armored Vehicle,BEL,2017,21,Operational,9
EQ00497,SUP0162,Tank,Tank,BEL,2017,23,Operational,9
EQ00498,SUP0239,Drone,Drone,BEL,2019,19,Operational,7
EQ00499,SUP0289,Truck,Truck,Tata Advanced Systems,2024,20,Operational,2
EQ00500,SUP0126,Communication System,Communication System,DRDO,2021,28,Operational,5
EQ00501,SUP0019,Truck,Truck,DRDO,2024,17,Operational,2
EQ00502,SUP0090,Radar,Radar,Bharat Dynamics,2021,13,Operational,5
EQ00503,SUP0127,Generator,Generator,Tata Advanced Systems,2025,19,Operational,1
EQ00504,SUP0297,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2013,10,Operational,13
EQ00505,SUP0095,Missile Launcher,Missile Launcher,BEL,2013,17,Maintenance,13
EQ00506,SUP0052,Tank,Tank,Mahindra Defence,2021,11,Operational,5
EQ00507,SUP0162,Armored Vehicle,Armored Vehicle,HAL,2016,19,Operational,10
EQ00508,SUP0247,Communication System,Communication System,Mahindra Defence,2007,20,Operational,19
EQ00509,SUP0236,Generator,Generator,Ashok Leyland Defence,2005,17,Operational,21
EQ00510,SUP0207,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2018,24,Operational,8
EQ00511,SUP0025,Truck,Truck,Mahindra Defence,2016,24,Operational,10
EQ00512,SUP0137,Armored Vehicle,Armored Vehicle,Mahindra Defence,2025,23,Operational,1
EQ00513,SUP0049,Truck,Truck,Mahindra Defence,2014,25,Operational,12
EQ00514,SUP0117,Truck,Truck,Mahindra Defence,2015,17,Operational,11
EQ00515,SUP0001,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2024,19,Operational,2
EQ00516,SUP0058,Armored Vehicle,Armored Vehicle,HAL,2023,23,Operational,3
EQ00517,SUP0191,Missile Launcher,Missile Launcher,L&T Defence,2015,11,Operational,11
EQ00518,SUP0287,Generator,Generator,L&T Defence,2025,24,Operational,1
EQ00519,SUP0064,Communication System,Communication System,Tata Advanced Systems,2018,24,Operational,8
EQ00520,SUP0114,Generator,Generator,BEL,2018,14,Maintenance,8
EQ00521,SUP0174,Generator,Generator,BEL,2022,21,Operational,4
EQ00522,SUP0259,Radar,Radar,DRDO,2013,24,Operational,13
EQ00523,SUP0053,Communication System,Communication System,Tata Advanced Systems,2020,22,Operational,6
EQ00524,SUP0083,Drone,Drone,Tata Advanced Systems,2018,13,Operational,8
EQ00525,SUP0030,Truck,Truck,DRDO,2015,24,Operational,11
EQ00526,SUP0062,Missile Launcher,Missile Launcher,Mahindra Defence,2024,25,Operational,2
EQ00527,SUP0300,Drone,Drone,BEL,2020,17,Operational,6
EQ00528,SUP0054,Drone,Drone,Tata Advanced Systems,2010,13,Maintenance,16
EQ00529,SUP0245,Armored Vehicle,Armored Vehicle,L&T Defence,2008,27,Maintenance,18
EQ00530,SUP0275,Truck,Truck,DRDO,2009,21,Operational,17
EQ00531,SUP0095,Generator,Generator,Mahindra Defence,2010,11,Operational,16
EQ00532,SUP0224,Armored Vehicle,Armored Vehicle,L&T Defence,2006,19,Operational,20
EQ00533,SUP0081,Generator,Generator,Bharat Dynamics,2014,29,Maintenance,12
EQ00534,SUP0108,Radar,Radar,HAL,2015,30,Operational,11
EQ00535,SUP0283,Truck,Truck,Mahindra Defence,2007,10,Maintenance,19
EQ00536,SUP0131,Tank,Tank,DRDO,2022,21,Operational,4
EQ00537,SUP0079,Truck,Truck,Tata Advanced Systems,2016,26,Operational,10
EQ00538,SUP0023,Truck,Truck,BEL,2025,12,Operational,1
EQ00539,SUP0293,Truck,Truck,L&T Defence,2005,24,Maintenance,21
EQ00540,SUP0195,Communication System,Communication System,HAL,2006,25,Operational,20
EQ00541,SUP0097,Tank,Tank,BEL,2024,16,Maintenance,2
EQ00542,SUP0038,Generator,Generator,HAL,2010,24,Maintenance,16
EQ00543,SUP0188,Missile Launcher,Missile Launcher,Mahindra Defence,2006,16,Operational,20
EQ00544,SUP0250,Radar,Radar,L&T Defence,2025,22,Operational,1
EQ00545,SUP0114,Communication System,Communication System,BEL,2023,13,Operational,3
EQ00546,SUP0201,Communication System,Communication System,Ashok Leyland Defence,2013,16,Operational,13
EQ00547,SUP0128,Generator,Generator,Tata Advanced Systems,2015,15,Operational,11
EQ00548,SUP0025,Generator,Generator,Ashok Leyland Defence,2007,19,Maintenance,19
EQ00549,SUP0012,Armored Vehicle,Armored Vehicle,HAL,2014,20,Operational,12
EQ00550,SUP0280,Drone,Drone,BEL,2009,28,Operational,17
EQ00551,SUP0108,Tank,Tank,BEL,2019,30,Operational,7
EQ00552,SUP0112,Drone,Drone,Tata Advanced Systems,2022,22,Operational,4
EQ00553,SUP0200,Armored Vehicle,Armored Vehicle,BEL,2018,22,Out of Service,8
EQ00554,SUP0233,Communication System,Communication System,L&T Defence,2024,12,Operational,2
EQ00555,SUP0139,Radar,Radar,Bharat Dynamics,2015,17,Operational,11
EQ00556,SUP0022,Generator,Generator,Tata Advanced Systems,2012,28,Operational,14
EQ00557,SUP0188,Radar,Radar,Tata Advanced Systems,2020,25,Operational,6
EQ00558,SUP0110,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2019,16,Operational,7
EQ00559,SUP0188,Generator,Generator,Ashok Leyland Defence,2019,21,Maintenance,7
EQ00560,SUP0194,Missile Launcher,Missile Launcher,HAL,2013,18,Operational,13
EQ00561,SUP0125,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2007,29,Operational,19
EQ00562,SUP0224,Communication System,Communication System,HAL,2007,15,Out of Service,19
EQ00563,SUP0217,Communication System,Communication System,HAL,2020,21,Out of Service,6
EQ00564,SUP0071,Tank,Tank,BEL,2019,21,Out of Service,7
EQ00565,SUP0101,Generator,Generator,BEL,2023,11,Operational,3
EQ00566,SUP0243,Communication System,Communication System,Bharat Dynamics,2021,20,Operational,5
EQ00567,SUP0039,Tank,Tank,DRDO,2022,22,Operational,4
EQ00568,SUP0263,Missile Launcher,Missile Launcher,HAL,2020,25,Operational,6
EQ00569,SUP0075,Truck,Truck,Ashok Leyland Defence,2023,28,Operational,3
EQ00570,SUP0010,Armored Vehicle,Armored Vehicle,DRDO,2023,13,Maintenance,3
EQ00571,SUP0207,Truck,Truck,Mahindra Defence,2021,21,Operational,5
EQ00572,SUP0175,Communication System,Communication System,Bharat Dynamics,2022,21,Operational,4
EQ00573,SUP0057,Truck,Truck,Mahindra Defence,2013,21,Operational,13
EQ00574,SUP0112,Generator,Generator,Tata Advanced Systems,2014,26,Operational,12
EQ00575,SUP0292,Missile Launcher,Missile Launcher,Tata Advanced Systems,2016,30,Operational,10
EQ00576,SUP0144,Drone,Drone,Bharat Dynamics,2012,24,Operational,14
EQ00577,SUP0237,Communication System,Communication System,Tata Advanced Systems,2007,30,Operational,19
EQ00578,SUP0257,Radar,Radar,BEL,2011,19,Operational,15
EQ00579,SUP0122,Communication System,Communication System,L&T Defence,2022,18,Operational,4
EQ00580,SUP0055,Radar,Radar,BEL,2009,11,Maintenance,17
EQ00581,SUP0262,Generator,Generator,Bharat Dynamics,2024,28,Operational,2
EQ00582,SUP0080,Generator,Generator,Bharat Dynamics,2019,13,Operational,7
EQ00583,SUP0278,Armored Vehicle,Armored Vehicle,Mahindra Defence,2016,28,Operational,10
EQ00584,SUP0012,Communication System,Communication System,Ashok Leyland Defence,2022,29,Operational,4
EQ00585,SUP0117,Truck,Truck,Bharat Dynamics,2018,15,Operational,8
EQ00586,SUP0221,Communication System,Communication System,L&T Defence,2025,18,Operational,1
EQ00587,SUP0196,Drone,Drone,HAL,2012,14,Operational,14
EQ00588,SUP0263,Missile Launcher,Missile Launcher,L&T Defence,2025,29,Maintenance,1
EQ00589,SUP0137,Tank,Tank,Mahindra Defence,2005,19,Maintenance,21
EQ00590,SUP0110,Truck,Truck,Bharat Dynamics,2011,12,Operational,15
EQ00591,SUP0121,Truck,Truck,BEL,2018,27,Operational,8
EQ00592,SUP0224,Armored Vehicle,Armored Vehicle,Mahindra Defence,2019,20,Operational,7
EQ00593,SUP0281,Armored Vehicle,Armored Vehicle,HAL,2005,13,Maintenance,21
EQ00594,SUP0018,Radar,Radar,Mahindra Defence,2024,16,Operational,2
EQ00595,SUP0126,Truck,Truck,Tata Advanced Systems,2016,11,Operational,10
EQ00596,SUP0147,Missile Launcher,Missile Launcher,Bharat Dynamics,2015,30,Operational,11
EQ00597,SUP0149,Truck,Truck,Ashok Leyland Defence,2015,20,Operational,11
EQ00598,SUP0183,Communication System,Communication System,Tata Advanced Systems,2012,16,Operational,14
EQ00599,SUP0069,Generator,Generator,HAL,2021,25,Maintenance,5
EQ00600,SUP0066,Tank,Tank,Ashok Leyland Defence,2018,16,Out of Service,8
EQ00601,SUP0047,Radar,Radar,HAL,2015,15,Operational,11
EQ00602,SUP0291,Tank,Tank,Ashok Leyland Defence,2007,20,Maintenance,19
EQ00603,SUP0162,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2008,28,Out of Service,18
EQ00604,SUP0022,Truck,Truck,DRDO,2006,29,Operational,20
EQ00605,SUP0124,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2015,18,Operational,11
EQ00606,SUP0083,Tank,Tank,Ashok Leyland Defence,2018,29,Operational,8
EQ00607,SUP0295,Truck,Truck,Bharat Dynamics,2018,15,Operational,8
