Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status,Budget_Per_Person
MIS000253,2025-07-15,B020,East,Equipment Transport,Low,Fog,13,349,1909649.44,Completed,5471.774899713467
MIS000254,2025-08-26,B013,South,Training Exercise,High,Clear,12,70,666892.53,Completed,9527.036142857143
MIS000255,2026-09-12,B027,West,Training Exercise,Medium,Snow,46,298,1874677.33,Completed,6290.863523489933
MIS000256,2025-10-14,B004,East,Training Exercise,Critical,Snow,26,191,1470486.96,Delayed,7698.884607329843
MIS000257,2025-11-01,B005,East,Surveillance,Medium,Clear,47,267,3633692.05,Completed,13609.33352059925
MIS000258,2026-07-21,B021,South,Surveillance,Medium,Rain,53,314,3330149.15,Completed,10605.570541401274
MIS000259,2026-07-11,B004,East,Reconnaissance,Medium,Fog,72,178,2207633.93,Completed,12402.437808988765
MIS000260,2025-05-16,B007,Central,Medical Support,Medium,Clear,55,66,1268924.04,Completed,19226.12181818182
MIS000261,2026-12-27,B008,East,Reconnaissance,Medium,Snow,10,258,913871.52,Completed,3542.1376744186045
MIS000262,2025-06-30,B022,Central,Border Patrol,Low,Fog,21,345,569149.12,Delayed,1649.7075942028985
MIS000263,2025-02-20,B020,East,Disaster Relief,High,Snow,61,100,3026357.3,Completed,30263.572999999997
MIS000264,2026-03-01,B026,South,Reconnaissance,Critical,Storm,53,195,3701579.82,Completed,18982.460615384614
MIS000265,2025-08-24,B006,West,Reconnaissance,Low,Storm,21,63,3404488.81,Completed,54039.50492063492
MIS000266,2026-07-22,B008,East,Disaster Relief,High,Clear,65,197,647562.96,Completed,3287.121624365482
MIS000267,2026-05-14,B005,East,Medical Support,High,Clear,57,398,4872427.87,Completed,12242.28108040201
MIS000268,2026-11-27,B030,East,Surveillance,Medium,Rain,63,44,3536282.18,Delayed,80370.04954545455
MIS000269,2025-02-05,B029,South,Equipment Transport,High,Snow,66,366,972212.91,Completed,2656.3194262295083
MIS000270,2025-09-05,B013,South,Medical Support,Critical,Rain,63,99,3306094.52,Completed,33394.894141414145
MIS000271,2025-05-04,B016,West,Supply Delivery,Medium,Fog,49,356,395843.64,Completed,1111.9203370786518
MIS000272,2025-10-29,B003,East,Surveillance,Medium,Rain,36,246,1188544.37,Completed,4831.481178861789
MIS000273,2025-11-16,B023,North,Training Exercise,Low,Rain,54,240,1460293.81,Completed,6084.557541666667
MIS000274,2025-11-15,B020,East,Disaster Relief,Critical,Clear,25,331,4481053.87,Completed,13537.927099697885
MIS000275,2026-05-08,B009,South,Supply Delivery,Low,Storm,63,340,1189240.66,Delayed,3497.7666470588233
MIS000276,2026-04-04,B028,West,Surveillance,High,Clear,28,395,4960692.32,Completed,12558.714734177216
MIS000277,2025-04-13,B017,East,Equipment Transport,Low,Storm,56,359,3182915.93,Completed,8866.061086350976
MIS000278,2025-03-04,B007,Central,Training Exercise,Medium,Fog,64,113,2573810.04,Completed,22777.08
MIS000279,2026-12-13,B023,North,Training Exercise,Medium,Clear,29,293,797107.95,Completed,2720.5049488054606
MIS000280,2025-10-20,B018,East,Supply Delivery,Critical,Snow,33,341,4303960.46,Completed,12621.584926686217
MIS000281,2025-02-03,B010,North,Reconnaissance,High,Fog,43,167,4529683.1,Completed,27123.85089820359
MIS000282,2026-06-15,B010,North,Border Patrol,High,Clear,40,280,4719445.09,Completed,16855.161035714285
MIS000283,2025-01-25,B021,South,Training Exercise,Low,Rain,43,252,2438155.38,Completed,9675.219761904762
MIS000284,2025-11-02,B011,Central,Disaster Relief,High,Storm,59,281,269420.43,Delayed,958.7915658362989
MIS000285,2025-09-30,B017,East,Border Patrol,Medium,Snow,68,187,3562518.46,Cancelled,19050.900855614975
MIS000286,2026-01-06,B012,South,Reconnaissance,Low,Fog,44,250,2118947.66,Completed,8475.790640000001
MIS000287,2026-11-16,B019,Central,Medical Support,High,Clear,63,109,2655961.5,Delayed,24366.619266055044
MIS000288,2025-02-24,B025,West,Reconnaissance,Medium,Clear,49,101,2028824.44,Completed,20087.370693069308
MIS000289,2025-09-01,B014,Central,Medical Support,High,Storm,5,177,4411310.97,Cancelled,24922.660847457624
MIS000290,2025-04-17,B012,South,Disaster Relief,High,Snow,5,35,709419.34,Delayed,20269.124
MIS000291,2026-07-04,B011,Central,Surveillance,High,Storm,41,209,1654675.96,Completed,7917.10985645933
MIS000292,2025-04-13,B003,East,Medical Support,Medium,Clear,46,152,962225.14,Completed,6330.428552631579
MIS000293,2026-04-06,B025,West,Supply Delivery,Low,Rain,44,335,3376241.81,Completed,10078.33376119403
MIS000294,2025-05-31,B007,Central,Medical Support,Medium,Clear,67,100,246466.42,Completed,2464.6642
MIS000295,2025-07-04,B019,Central,Disaster Relief,Medium,Snow,36,339,4769378.14,Cancelled,14068.962064896754
MIS000296,2026-02-26,B020,East,Equipment Transport,High,Snow,26,364,3373196.7,Completed,9267.0239010989
MIS000297,2026-11-28,B015,South,Medical Support,High,Storm,55,32,2540185.96,Completed,79380.81125
MIS000298,2025-11-04,B029,South,Surveillance,Critical,Fog,38,108,3804133.64,Completed,35223.45962962963
MIS000299,2026-09-17,B005,East,Training Exercise,Medium,Fog,27,67,2584499.63,Completed,38574.62134328358
MIS000300,2026-12-10,B013,South,Reconnaissance,High,Snow,71,140,3983688.06,Delayed,28454.914714285715
MIS000301,2026-07-01,B008,East,Equipment Transport,Medium,Storm,14,316,1325195.38,Completed,4193.656265822784
MIS000302,2025-07-19,B018,East,Border Patrol,Medium,Snow,51,373,3029716.57,Cancelled,8122.564530831099
MIS000303,2025-05-21,B016,West,Supply Delivery,Medium,Clear,38,385,3346544.54,Completed,8692.32348051948
MIS000304,2025-08-11,B010,North,Disaster Relief,High,Snow,22,53,2977942.14,Completed,56187.58754716982
MIS000305,2025-03-21,B024,East,Surveillance,Medium,Clear,49,162,4704714.98,Completed,29041.450493827164
MIS000306,2025-07-16,B014,Central,Border Patrol,Critical,Fog,22,107,1211355.4,Completed,11321.078504672896
MIS000307,2025-08-25,B018,East,Training Exercise,Low,Storm,61,36,3249534.1,Completed,90264.83611111112
MIS000308,2025-02-26,B015,South,Medical Support,High,Fog,38,191,4280715.58,Cancelled,22412.12345549738
MIS000309,2026-05-22,B028,West,Reconnaissance,High,Snow,25,347,670723.76,Completed,1932.921498559078
MIS000310,2025-04-27,B022,Central,Disaster Relief,High,Fog,54,321,4483010.45,Completed,13965.764641744548
MIS000311,2025-12-26,B027,West,Border Patrol,High,Fog,24,341,598704.68,Completed,1755.73219941349
MIS000312,2026-06-23,B028,West,Disaster Relief,Medium,Snow,11,137,2557684.94,Completed,18669.23313868613
MIS000313,2026-10-02,B005,East,Supply Delivery,Low,Fog,25,298,1458215.28,Completed,4893.339865771813
MIS000314,2026-10-29,B023,North,Reconnaissance,High,Snow,15,243,3226307.99,Delayed,13276.987613168725
MIS000315,2026-05-30,B013,South,Reconnaissance,Low,Snow,58,119,605272.88,Completed,5086.326722689076
MIS000316,2026-10-28,B021,South,Training Exercise,High,Clear,53,250,1622813.83,Completed,6491.25532
MIS000317,2026-08-12,B029,South,Medical Support,Medium,Storm,53,200,4965501.5,Completed,24827.5075
MIS000318,2025-06-04,B022,Central,Disaster Relief,Low,Storm,56,362,2869103.1,Completed,7925.699171270719
MIS000319,2026-06-08,B009,South,Medical Support,High,Clear,31,192,1772421.4,Completed,9231.361458333333
MIS000320,2026-10-15,B017,East,Equipment Transport,Low,Rain,49,209,3012623.91,Delayed,14414.468468899522
MIS000321,2026-09-02,B027,West,Medical Support,High,Rain,36,72,3349497.23,Delayed,46520.79486111111
MIS000322,2026-07-19,B002,North,Border Patrol,Low,Snow,62,49,3151274.6,Completed,64311.72653061225
MIS000323,2025-07-15,B004,East,Disaster Relief,High,Snow,17,292,3827790.85,Completed,13108.872773972604
MIS000324,2026-04-28,B012,South,Equipment Transport,Low,Clear,36,359,3372792.24,Completed,9394.964456824513
MIS000325,2025-06-06,B023,North,Supply Delivery,High,Rain,10,126,3551568.5,Completed,28187.051587301587
MIS000326,2025-11-09,B008,East,Border Patrol,Critical,Clear,70,247,867795.8,Completed,3513.3433198380567
MIS000327,2026-02-13,B030,East,Surveillance,High,Storm,41,350,2519388.0,Completed,7198.251428571429
MIS000328,2026-08-09,B004,East,Supply Delivery,Low,Fog,36,60,2871631.8,Completed,47860.53
MIS000329,2026-12-10,B026,South,Equipment Transport,Low,Snow,66,70,4087868.2,Completed,58398.11714285715
MIS000330,2025-11-21,B029,South,Disaster Relief,Medium,Rain,33,168,1953224.31,Completed,11626.33517857143
MIS000331,2025-07-30,B005,East,Border Patrol,Medium,Snow,22,199,2882143.64,Completed,14483.133869346735
MIS000332,2026-10-02,B027,West,Medical Support,High,Storm,24,217,1141885.97,Delayed,5262.14732718894
MIS000333,2026-10-29,B020,East,Supply Delivery,Medium,Rain,52,116,4007563.03,Delayed,34547.957155172415
MIS000334,2026-12-14,B022,Central,Training Exercise,Critical,Snow,54,37,1785380.13,Completed,48253.517027027025
MIS000335,2025-12-21,B019,Central,Disaster Relief,High,Snow,7,350,4372708.75,Completed,12493.453571428572
MIS000336,2025-06-16,B013,South,Medical Support,High,Storm,30,122,2093227.66,Cancelled,17157.6037704918
MIS000337,2025-07-23,B007,Central,Equipment Transport,High,Storm,27,244,894453.32,Delayed,3665.792295081967
MIS000338,2026-05-01,B019,Central,Surveillance,High,Clear,20,55,2285956.91,Completed,41562.852909090914
MIS000339,2025-08-01,B018,East,Training Exercise,Low,Fog,17,246,4453390.23,Completed,18103.212317073172
MIS000340,2026-01-11,B015,South,Border Patrol,Low,Clear,54,256,2774633.72,Completed,10838.41296875
MIS000341,2025-04-09,B001,Central,Equipment Transport,Low,Fog,5,220,775850.82,Completed,3526.5946363636363
MIS000342,2026-09-24,B026,South,Surveillance,Medium,Clear,6,164,1209281.8,Completed,7373.6695121951225
MIS000343,2026-03-21,B030,East,Medical Support,Medium,Clear,69,337,2363375.81,Completed,7012.984599406528
MIS000344,2025-04-03,B023,North,Medical Support,Medium,Snow,58,66,1575573.25,Completed,23872.321969696968
MIS000345,2025-12-20,B022,Central,Equipment Transport,Medium,Clear,13,155,4698114.04,Completed,30310.413161290322
MIS000346,2025-08-23,B030,East,Disaster Relief,Medium,Clear,32,255,2522722.14,Delayed,9893.028
MIS000347,2025-04-19,B023,North,Medical Support,Medium,Clear,38,60,2214238.37,Delayed,36903.97283333333
MIS000348,2025-09-01,B011,Central,Border Patrol,Medium,Clear,33,215,2648364.67,Completed,12317.975209302325
MIS000349,2025-10-21,B008,East,Equipment Transport,High,Fog,33,85,1086425.19,Delayed,12781.472823529411
MIS000350,2026-12-04,B023,North,Training Exercise,Medium,Storm,49,280,3970873.57,Completed,14181.69132142857
MIS000351,2026-04-17,B027,West,Equipment Transport,Medium,Clear,68,296,115070.98,Completed,388.7533108108108
MIS000352,2025-09-22,B004,East,Training Exercise,Low,Clear,37,364,4692945.08,Completed,12892.706263736263
MIS000353,2025-01-02,B007,Central,Disaster Relief,Medium,Fog,8,394,549542.33,Completed,1394.7774873096446
MIS000354,2026-10-14,B015,South,Reconnaissance,High,Clear,60,76,3081996.58,Completed,40552.58657894737
MIS000355,2025-07-20,B024,East,Training Exercise,High,Snow,39,262,4086773.36,Delayed,15598.371603053434
MIS000356,2025-10-12,B006,West,Surveillance,Medium,Fog,58,370,1054474.38,Completed,2849.9307567567566
MIS000357,2026-12-30,B017,East,Equipment Transport,Low,Storm,66,244,3830101.13,Completed,15697.135778688524
MIS000358,2026-10-02,B019,Central,Reconnaissance,Critical,Clear,66,290,120277.59,Completed,414.7503103448276
MIS000359,2025-08-27,B030,East,Medical Support,High,Clear,29,258,1213665.32,Completed,4704.1291472868215
MIS000360,2025-04-29,B008,East,Border Patrol,Low,Clear,29,192,4031085.31,Completed,20995.235989583332
MIS000361,2025-07-30,B002,North,Training Exercise,Medium,Fog,9,301,2754777.79,Completed,9152.085681063123
MIS000362,2026-02-17,B009,South,Reconnaissance,High,Fog,16,288,1348664.07,Completed,4682.861354166667
MIS000363,2026-05-30,B021,South,Training Exercise,Medium,Fog,35,281,787845.4,Completed,2803.7202846975088
MIS000364,2026-10-19,B016,West,Supply Delivery,Critical,Clear,35,170,2662951.58,Completed,15664.42105882353
MIS000365,2025-05-13,B015,South,Reconnaissance,High,Fog,10,396,2352859.39,Completed,5941.564116161617
MIS000366,2025-11-24,B001,Central,Border Patrol,Low,Fog,42,128,2327542.89,Delayed,18183.928828125
MIS000367,2026-11-17,B024,East,Medical Support,Medium,Clear,20,47,1162421.62,Completed,24732.374893617023
MIS000368,2025-07-26,B029,South,Training Exercise,Low,Fog,39,169,4490838.4,Completed,26573.008284023672
MIS000369,2025-08-20,B006,West,Supply Delivery,Medium,Snow,20,87,2188456.2,Completed,25154.668965517245
MIS000370,2026-10-09,B002,North,Disaster Relief,Medium,Snow,7,44,4120364.09,Completed,93644.63840909091
MIS000371,2026-10-04,B005,East,Supply Delivery,Low,Snow,5,345,2371811.37,Delayed,6874.815565217392
MIS000372,2025-08-03,B011,Central,Supply Delivery,High,Rain,38,382,491195.74,Completed,1285.852722513089
MIS000373,2025-07-22,B004,East,Reconnaissance,High,Snow,17,315,3305137.95,Completed,10492.50142857143
MIS000374,2025-09-05,B029,South,Supply Delivery,Low,Fog,26,261,1889947.93,Completed,7241.179808429119
MIS000375,2026-07-24,B002,North,Training Exercise,Medium,Rain,56,345,4290307.3,Completed,12435.673333333332
MIS000376,2025-05-13,B026,South,Supply Delivery,Medium,Rain,61,389,1793588.96,Delayed,4610.76853470437
MIS000377,2025-02-14,B015,South,Surveillance,High,Snow,57,236,2575023.36,Delayed,10911.11593220339
MIS000378,2025-06-24,B013,South,Surveillance,Critical,Rain,72,331,3035260.58,Completed,9169.971540785498
MIS000379,2025-03-08,B013,South,Medical Support,Low,Snow,44,45,2302226.81,Completed,51160.59577777778
MIS000380,2025-04-20,B025,West,Equipment Transport,Medium,Fog,40,305,730939.41,Completed,2396.522655737705
MIS000381,2026-06-02,B019,Central,Equipment Transport,Critical,Clear,27,147,2690446.24,Delayed,18302.35537414966
MIS000382,2026-12-16,B030,East,Surveillance,Low,Clear,50,172,162979.35,Completed,947.5543604651164
MIS000383,2025-05-03,B019,Central,Medical Support,Critical,Fog,25,333,2752462.36,Completed,8265.652732732733
MIS000384,2025-10-18,B015,South,Surveillance,Critical,Rain,29,196,4661292.98,Completed,23782.10704081633
MIS000385,2026-11-17,B002,North,Equipment Transport,High,Clear,18,232,2981878.43,Completed,12852.92426724138
MIS000386,2026-05-29,B019,Central,Surveillance,Low,Rain,59,73,3723584.68,Delayed,51008.0093150685
MIS000387,2026-03-16,B018,East,Surveillance,Medium,Storm,45,134,555856.71,Delayed,4148.1844029850745
MIS000388,2025-06-03,B013,South,Medical Support,High,Rain,21,38,962009.72,Delayed,25316.045263157896
MIS000389,2025-12-08,B022,Central,Disaster Relief,Low,Snow,24,290,1043783.26,Completed,3599.252620689655
MIS000390,2026-12-28,B012,South,Training Exercise,Medium,Clear,72,246,1414800.12,Delayed,5751.22
MIS000391,2025-05-24,B020,East,Surveillance,Critical,Fog,59,313,2867981.65,Completed,9162.880670926517
MIS000392,2026-01-13,B011,Central,Border Patrol,Low,Snow,58,316,3592141.96,Completed,11367.537848101265
MIS000393,2026-10-07,B001,Central,Medical Support,Medium,Storm,33,224,2275173.15,Completed,10157.022991071428
MIS000394,2025-12-26,B008,East,Supply Delivery,Low,Storm,11,356,515569.06,Completed,1448.2276966292134
MIS000395,2025-10-17,B027,West,Surveillance,Low,Snow,7,115,1164891.98,Completed,10129.49547826087
MIS000396,2026-09-04,B006,West,Border Patrol,Low,Storm,31,148,3720745.74,Completed,25140.17391891892
MIS000397,2025-11-11,B006,West,Border Patrol,High,Snow,11,266,621785.71,Completed,2337.5402631578945
MIS000398,2026-12-21,B004,East,Equipment Transport,Medium,Clear,16,231,943249.02,Completed,4083.329090909091
MIS000399,2025-02-18,B022,Central,Surveillance,Medium,Clear,27,395,4794603.32,Completed,12138.236253164558
MIS000400,2025-04-27,B022,Central,Medical Support,High,Fog,29,175,4840624.43,Completed,27660.711028571426
MIS000401,2025-07-22,B015,South,Medical Support,High,Snow,6,364,4002905.29,Cancelled,10996.992554945055
MIS000402,2026-03-20,B008,East,Equipment Transport,Medium,Rain,15,127,297034.52,Completed,2338.8544881889766
MIS000403,2026-07-20,B012,South,Supply Delivery,Critical,Snow,56,342,675972.74,Delayed,1976.5284795321638
MIS000404,2025-04-29,B015,South,Training Exercise,Low,Storm,20,124,2303276.59,Completed,18574.811209677417
MIS000405,2026-01-30,B018,East,Supply Delivery,Medium,Storm,10,114,970060.61,Completed,8509.303596491229
MIS000406,2025-05-14,B020,East,Border Patrol,Medium,Storm,11,347,2508489.99,Completed,7229.077780979827
MIS000407,2026-07-28,B022,Central,Border Patrol,Medium,Fog,36,214,4782504.58,Cancelled,22348.152242990654
MIS000408,2025-07-29,B026,South,Surveillance,Low,Rain,28,192,3697521.42,Completed,19257.9240625
MIS000409,2025-01-22,B029,South,Supply Delivery,Medium,Storm,49,336,3961142.91,Delayed,11789.115803571429
MIS000410,2026-10-09,B002,North,Disaster Relief,Medium,Rain,35,354,1755802.77,Completed,4959.894830508475
MIS000411,2026-07-05,B027,West,Supply Delivery,Medium,Snow,51,297,3220430.87,Delayed,10843.201582491583
MIS000412,2025-04-29,B001,Central,Medical Support,Critical,Clear,51,95,1508280.64,Delayed,15876.638315789472
MIS000413,2026-02-20,B020,East,Medical Support,Low,Snow,32,69,1707423.24,Completed,24745.264347826087
MIS000414,2026-06-20,B016,West,Border Patrol,Low,Storm,12,167,2973169.99,Completed,17803.413113772458
MIS000415,2025-12-10,B013,South,Disaster Relief,Critical,Rain,4,40,1789624.88,Completed,44740.621999999996
MIS000416,2026-02-02,B018,East,Supply Delivery,Medium,Rain,70,95,3545120.54,Completed,37317.05831578947
MIS000417,2026-01-10,B020,East,Equipment Transport,Critical,Clear,58,119,1018083.34,Cancelled,8555.322184873949
MIS000418,2026-09-11,B021,South,Equipment Transport,High,Clear,53,320,4872663.87,Delayed,15227.07459375
MIS000419,2025-11-25,B027,West,Medical Support,Medium,Clear,53,243,4359934.81,Completed,17942.11855967078
MIS000420,2026-11-01,B001,Central,Disaster Relief,Low,Clear,33,345,2853957.85,Completed,8272.341594202899
MIS000421,2026-11-12,B027,West,Supply Delivery,Low,Storm,70,147,2347265.48,Completed,15967.79238095238
MIS000422,2026-08-22,B004,East,Surveillance,High,Fog,51,243,1228064.02,Completed,5053.761399176955
MIS000423,2026-12-01,B030,East,Disaster Relief,Medium,Fog,28,250,4263870.87,Completed,17055.48348
MIS000424,2025-10-10,B023,North,Surveillance,High,Snow,25,156,1020551.92,Completed,6541.999487179487
MIS000425,2025-03-15,B009,South,Border Patrol,High,Storm,31,318,1592999.93,Delayed,5009.433742138364
MIS000426,2026-08-13,B020,East,Disaster Relief,Medium,Storm,14,315,2607809.15,Cancelled,8278.759206349207
MIS000427,2025-01-10,B018,East,Surveillance,Low,Storm,45,308,4616098.69,Delayed,14987.33340909091
MIS000428,2026-09-21,B004,East,Equipment Transport,Low,Fog,36,129,3346093.59,Completed,25938.71
MIS000429,2025-03-19,B007,Central,Surveillance,Low,Rain,37,283,1792491.66,Completed,6333.8927915194345
MIS000430,2026-03-15,B008,East,Supply Delivery,Low,Storm,57,314,2356895.93,Completed,7506.0379936305735
MIS000431,2026-04-22,B013,South,Medical Support,Medium,Snow,11,226,1464418.43,Delayed,6479.727566371681
