Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure
M000337,EQ01669,B013,2025-04-04,Corrective,3,138745.41,Team Alpha,No
M000338,EQ01504,B028,2026-05-28,Emergency,2,35311.66,Team Alpha,No
M000339,EQ03112,B022,2025-05-08,Preventive,1,48722.28,Team Echo,No
M000340,EQ02350,B011,2026-01-25,Corrective,5,222775.29,Team Charlie,No
M000341,EQ04015,B022,2026-02-18,Preventive,12,565568.54,Team Alpha,Yes
M000342,EQ01057,B010,2025-12-24,Emergency,1,37056.65,Team Echo,No
M000343,EQ03881,B004,2026-12-13,Inspection,4,81894.89,Team Delta,No
M000344,EQ00733,B019,2026-07-14,Corrective,2,45556.52,Team Bravo,No
M000345,EQ02355,B030,2026-05-19,Emergency,8,295949.55,Team Echo,Yes
M000346,EQ03078,B002,2025-06-07,Corrective,3,144004.12,Team Charlie,No
M000347,EQ03454,B016,2025-01-17,Preventive,3,47533.78,Team Alpha,No
M000348,EQ01027,B020,2025-06-19,Emergency,4,86399.44,Team Bravo,No
M000349,EQ00005,B005,2026-09-18,Corrective,16,290715.3,Team Bravo,Yes
M000350,EQ03969,B014,2026-02-17,Emergency,17,352318.72,Team Alpha,Yes
M000351,EQ03478,B012,2025-02-08,Preventive,9,416649.22,Team Alpha,Yes
M000352,EQ02280,B025,2026-11-05,Inspection,15,732972.99,Team Alpha,Yes
M000353,EQ03258,B024,2025-10-23,Preventive,9,329029.78,Team Alpha,Yes
M000354,EQ01610,B005,2025-09-28,Corrective,17,563444.76,Team Charlie,Yes
M000355,EQ04890,B014,2025-08-31,Emergency,12,409515.86,Team Bravo,Yes
M000356,EQ01190,B014,2026-12-15,Inspection,3,84830.73,Team Alpha,No
M000357,EQ00731,B027,2026-09-23,Inspection,3,92050.47,Team Charlie,No
M000358,EQ03682,B005,2025-12-12,Inspection,2,94398.92,Team Delta,No
M000359,EQ01604,B026,2025-08-17,Emergency,2,32077.78,Team Echo,No
M000360,EQ04509,B014,2026-09-16,Emergency,5,113400.01,Team Echo,No
M000361,EQ00640,B010,2026-07-26,Preventive,9,166205.36,Team Echo,Yes
M000362,EQ01419,B004,2026-11-02,Corrective,18,473241.93,Team Bravo,Yes
M000363,EQ00565,B011,2025-03-28,Corrective,18,651406.55,Team Alpha,Yes
M000364,EQ01545,B023,2026-01-04,Inspection,2,68767.71,Team Alpha,No
M000365,EQ00124,B001,2026-12-29,Preventive,8,324157.18,Team Delta,Yes
M000366,EQ00672,B003,2025-09-10,Inspection,4,95595.48,Team Delta,No
M000367,EQ02922,B020,2025-07-21,Inspection,2,41417.48,Team Bravo,No
M000368,EQ03604,B007,2026-02-16,Corrective,3,101036.02,Team Bravo,No
M000369,EQ04915,B001,2025-11-16,Preventive,7,242251.68,Team Echo,No
M000370,EQ03817,B025,2025-09-10,Inspection,1,25012.7,Team Charlie,No
M000371,EQ01274,B014,2026-04-18,Inspection,3,57161.89,Team Alpha,No
M000372,EQ01277,B020,2026-01-06,Corrective,20,505752.21,Team Delta,Yes
M000373,EQ02493,B002,2025-11-12,Preventive,3,133225.39,Team Delta,No
M000374,EQ00598,B006,2025-03-23,Emergency,17,390284.93,Team Charlie,Yes
M000375,EQ03875,B018,2025-02-27,Corrective,5,109385.49,Team Charlie,No
M000376,EQ02576,B021,2025-10-28,Preventive,4,149087.59,Team Charlie,No
M000377,EQ04888,B006,2026-07-29,Emergency,5,249754.6,Team Delta,No
M000378,EQ02276,B011,2026-02-15,Preventive,7,200841.02,Team Bravo,No
M000379,EQ02698,B014,2025-01-30,Preventive,14,540116.37,Team Alpha,Yes
M000380,EQ01978,B028,2026-01-21,Inspection,4,89429.38,Team Delta,No
M000381,EQ02081,B026,2025-01-21,Corrective,4,65432.6,Team Delta,No
M000382,EQ00581,B001,2026-08-22,Emergency,1,43726.48,Team Alpha,No
M000383,EQ02457,B025,2026-10-11,Emergency,4,69015.62,Team Echo,No
M000384,EQ02363,B006,2026-06-08,Inspection,0,0.0,Team Bravo,No
M000385,EQ02017,B021,2026-05-03,Preventive,17,698295.29,Team Delta,Yes
M000386,EQ04979,B008,2025-04-22,Preventive,3,130780.3,Team Alpha,No
M000387,EQ01622,B007,2025-03-26,Inspection,15,673087.69,Team Bravo,Yes
M000388,EQ01829,B003,2025-10-04,Inspection,1,29224.65,Team Charlie,No
M000389,EQ04134,B014,2026-07-06,Emergency,2,94148.94,Team Delta,No
M000390,EQ03973,B004,2025-11-24,Preventive,3,58311.69,Team Echo,No
M000391,EQ01197,B028,2026-12-17,Corrective,3,70786.52,Team Charlie,No
M000392,EQ04944,B007,2026-10-10,Corrective,0,0.0,Team Charlie,No
M000393,EQ00058,B021,2026-10-05,Corrective,8,393782.5,Team Echo,Yes
M000394,EQ04470,B012,2026-09-21,Inspection,12,265935.97,Team Alpha,Yes
M000395,EQ00741,B002,2026-05-09,Corrective,9,194616.56,Team Delta,Yes
M000396,EQ04263,B030,2026-10-05,Emergency,0,0.0,Team Echo,No
M000397,EQ04733,B018,2025-03-28,Corrective,1,37343.34,Team Alpha,No
M000398,EQ01955,B001,2025-09-11,Corrective,3,50678.23,Team Charlie,No
M000399,EQ00085,B001,2026-05-19,Corrective,1,41744.18,Team Echo,No
M000400,EQ00385,B018,2026-11-13,Emergency,4,184331.45,Team Charlie,No
M000401,EQ04055,B022,2026-08-15,Corrective,3,108777.74,Team Delta,No
M000402,EQ02629,B003,2026-05-29,Inspection,18,684355.43,Team Alpha,Yes
M000403,EQ03186,B016,2025-08-13,Emergency,3,112904.37,Team Alpha,No
M000404,EQ04420,B021,2026-01-15,Corrective,14,348709.42,Team Charlie,Yes
M000405,EQ02039,B018,2026-07-17,Inspection,2,46310.11,Team Delta,No
M000406,EQ01224,B027,2025-04-20,Corrective,15,603890.73,Team Alpha,Yes
M000407,EQ02230,B014,2025-05-31,Corrective,9,239766.37,Team Alpha,Yes
M000408,EQ04906,B022,2026-10-24,Emergency,1,32983.16,Team Echo,No
M000409,EQ03400,B020,2026-12-24,Emergency,0,0.0,Team Echo,No
M000410,EQ01726,B011,2026-09-05,Corrective,9,140042.63,Team Charlie,Yes
M000411,EQ03957,B028,2026-12-10,Corrective,0,0.0,Team Echo,No
M000412,EQ04807,B029,2026-12-11,Emergency,3,120930.55,Team Alpha,No
M000413,EQ02064,B022,2026-04-16,Emergency,7,161516.82,Team Delta,No
M000414,EQ04559,B021,2026-04-06,Corrective,3,114863.67,Team Charlie,No
M000415,EQ00331,B026,2026-08-23,Emergency,2,87737.72,Team Delta,No
M000416,EQ03726,B020,2025-03-24,Preventive,1,36675.06,Team Delta,No
M000417,EQ03508,B020,2025-02-14,Emergency,5,226092.68,Team Bravo,No
M000418,EQ02612,B002,2025-09-08,Preventive,9,432445.49,Team Alpha,Yes
M000419,EQ02449,B017,2025-04-01,Preventive,14,272729.93,Team Bravo,Yes
M000420,EQ04021,B003,2025-10-10,Preventive,5,134874.77,Team Echo,No
M000421,EQ00509,B020,2025-02-02,Corrective,7,272971.09,Team Delta,No
M000422,EQ02195,B004,2025-02-07,Preventive,8,315802.19,Team Alpha,Yes
M000423,EQ04122,B007,2025-04-19,Inspection,11,514752.51,Team Bravo,Yes
M000424,EQ03385,B023,2026-09-03,Emergency,5,238053.84,Team Delta,No
M000425,EQ03979,B009,2025-10-10,Inspection,2,73170.29,Team Alpha,No
M000426,EQ03932,B006,2025-05-04,Emergency,13,507988.67,Team Charlie,Yes
M000427,EQ00244,B025,2026-11-15,Emergency,8,276555.82,Team Delta,Yes
M000428,EQ02718,B001,2026-05-29,Emergency,0,0.0,Team Bravo,No
M000429,EQ04316,B021,2025-07-23,Emergency,4,112704.18,Team Bravo,No
M000430,EQ02056,B016,2025-06-04,Preventive,13,385814.36,Team Charlie,Yes
M000431,EQ03800,B010,2026-04-12,Emergency,14,570347.05,Team Charlie,Yes
M000432,EQ01221,B027,2025-10-27,Preventive,19,876700.09,Team Charlie,Yes
M000433,EQ00734,B001,2025-05-02,Corrective,12,490857.97,Team Alpha,Yes
M000434,EQ02167,B029,2026-05-30,Corrective,8,364262.65,Team Delta,Yes
M000435,EQ04056,B010,2025-08-21,Inspection,2,77064.37,Team Alpha,No
M000436,EQ01036,B010,2025-04-10,Emergency,3,83230.12,Team Echo,No
M000437,EQ02409,B021,2025-06-28,Corrective,9,325997.57,Team Delta,Yes
M000438,EQ04919,B022,2026-06-30,Preventive,2,56602.1,Team Alpha,No
M000439,EQ04898,B006,2025-09-19,Emergency,1,49044.37,Team Charlie,No
M000440,EQ03476,B024,2026-09-20,Corrective,1,39223.72,Team Echo,No
M000441,EQ01592,B027,2025-07-14,Preventive,5,232681.06,Team Delta,No
M000442,EQ02899,B020,2026-02-09,Preventive,14,377939.87,Team Charlie,Yes
M000443,EQ04352,B009,2026-04-01,Emergency,4,177183.08,Team Echo,No
M000444,EQ01327,B028,2026-12-02,Inspection,9,401606.24,Team Delta,Yes
M000445,EQ02533,B017,2026-10-15,Preventive,3,73039.69,Team Alpha,No
M000446,EQ00152,B014,2026-12-09,Inspection,9,419695.44,Team Delta,Yes
M000447,EQ01939,B011,2025-08-15,Preventive,20,404940.4,Team Delta,Yes
M000448,EQ01811,B016,2025-05-19,Preventive,13,533086.34,Team Echo,Yes
M000449,EQ03735,B019,2026-07-23,Emergency,1,38763.9,Team Alpha,No
M000450,EQ02016,B001,2026-12-12,Preventive,0,0.0,Team Bravo,No
M000451,EQ01265,B028,2025-01-12,Emergency,2,56423.67,Team Delta,No
M000452,EQ02625,B005,2026-11-04,Inspection,3,112496.99,Team Bravo,No
M000453,EQ03973,B002,2026-12-28,Inspection,1,39813.51,Team Echo,No
M000454,EQ02856,B009,2025-11-05,Inspection,3,46255.25,Team Echo,No
M000455,EQ04502,B024,2025-10-24,Corrective,2,83697.51,Team Echo,No
M000456,EQ03206,B007,2026-12-19,Preventive,2,99258.54,Team Bravo,No
M000457,EQ03129,B005,2025-02-06,Emergency,1,49204.59,Team Bravo,No
M000458,EQ02502,B003,2025-12-18,Corrective,5,137072.07,Team Charlie,No
M000459,EQ00090,B027,2025-12-25,Inspection,9,356563.72,Team Delta,Yes
M000460,EQ04308,B008,2025-05-16,Emergency,6,137019.51,Team Echo,No
M000461,EQ03472,B028,2026-10-20,Preventive,1,35581.38,Team Alpha,No
M000462,EQ04856,B019,2025-09-13,Corrective,20,830536.45,Team Bravo,Yes
M000463,EQ00123,B020,2026-02-25,Corrective,3,130908.19,Team Charlie,No
M000464,EQ00300,B022,2026-02-25,Emergency,4,124386.25,Team Echo,No
M000465,EQ02894,B019,2025-02-21,Inspection,2,42629.05,Team Bravo,No
M000466,EQ02200,B027,2026-10-21,Preventive,3,110893.46,Team Alpha,No
M000467,EQ00324,B027,2026-11-11,Preventive,3,53880.82,Team Bravo,No
M000468,EQ05000,B023,2026-02-08,Preventive,8,156461.71,Team Delta,Yes
M000469,EQ02844,B027,2025-04-09,Preventive,3,69798.51,Team Delta,No
M000470,EQ04556,B008,2025-01-28,Corrective,5,102696.34,Team Charlie,No
M000471,EQ02089,B008,2026-02-02,Inspection,5,174462.82,Team Delta,No
M000472,EQ01699,B003,2025-10-22,Preventive,2,90658.76,Team Bravo,No
M000473,EQ03493,B026,2026-06-10,Inspection,5,110948.85,Team Charlie,No
M000474,EQ01777,B011,2025-01-24,Inspection,6,289278.31,Team Alpha,No
M000475,EQ04801,B020,2026-04-10,Corrective,12,457472.12,Team Delta,Yes
M000476,EQ01500,B022,2026-12-06,Inspection,8,232228.39,Team Delta,Yes
M000477,EQ01817,B023,2026-12-09,Preventive,4,136881.85,Team Delta,No
M000478,EQ03138,B021,2025-12-18,Preventive,2,85849.53,Team Bravo,No
M000479,EQ03430,B028,2025-05-19,Corrective,18,505471.08,Team Charlie,Yes
M000480,EQ03511,B004,2025-02-02,Preventive,15,719680.26,Team Bravo,Yes
M000481,EQ01577,B018,2026-10-26,Corrective,16,751163.69,Team Echo,Yes
M000482,EQ00384,B014,2026-06-07,Inspection,7,310069.35,Team Bravo,No
M000483,EQ03860,B029,2025-04-30,Inspection,2,51809.98,Team Charlie,No
M000484,EQ04229,B005,2026-08-31,Inspection,8,352235.66,Team Charlie,Yes
M000485,EQ03801,B003,2025-03-09,Emergency,2,42198.08,Team Alpha,No
M000486,EQ01475,B007,2026-06-14,Emergency,7,182163.83,Team Charlie,No
M000487,EQ00258,B009,2026-08-16,Preventive,6,162083.07,Team Delta,No
M000488,EQ02903,B016,2026-02-27,Preventive,4,105495.56,Team Bravo,No
M000489,EQ04691,B013,2025-04-10,Preventive,16,750640.6,Team Echo,Yes
M000490,EQ03852,B003,2026-04-29,Corrective,5,200567.21,Team Delta,No
M000491,EQ04120,B019,2025-10-04,Emergency,5,239250.09,Team Delta,No
M000492,EQ04153,B012,2025-08-23,Inspection,8,270120.45,Team Bravo,Yes
M000493,EQ01919,B022,2026-05-02,Preventive,7,324866.99,Team Bravo,No
M000494,EQ02841,B026,2026-01-13,Inspection,4,163350.43,Team Delta,No
M000495,EQ03406,B013,2026-02-06,Emergency,4,95834.86,Team Charlie,No
M000496,EQ04839,B001,2025-11-26,Corrective,9,283752.85,Team Echo,Yes
M000497,EQ00559,B011,2025-11-17,Inspection,2,31279.59,Team Alpha,No
M000498,EQ00939,B001,2026-01-18,Inspection,16,255558.9,Team Charlie,Yes
M000499,EQ01767,B022,2025-08-22,Emergency,4,188844.45,Team Echo,No
M000500,EQ04580,B010,2026-04-27,Inspection,19,538125.07,Team Bravo,Yes
M000501,EQ03893,B029,2026-09-19,Corrective,6,163061.57,Team Alpha,No
M000502,EQ03157,B020,2026-10-02,Inspection,7,330344.96,Team Delta,No
M000503,EQ03409,B011,2026-05-20,Inspection,4,83448.56,Team Echo,No
M000504,EQ01571,B020,2025-02-09,Corrective,3,112807.37,Team Alpha,No
M000505,EQ01380,B013,2026-07-21,Preventive,2,95657.44,Team Charlie,No
M000506,EQ00904,B022,2026-08-30,Corrective,5,105483.21,Team Charlie,No
M000507,EQ00655,B016,2025-01-03,Preventive,6,212203.86,Team Echo,No
M000508,EQ00761,B004,2026-08-31,Emergency,4,75180.62,Team Alpha,No
M000509,EQ03062,B025,2026-08-12,Preventive,6,129850.08,Team Delta,No
M000510,EQ01296,B027,2026-05-13,Inspection,14,264488.82,Team Delta,Yes
M000511,EQ04168,B018,2025-05-03,Emergency,4,78941.12,Team Delta,No
M000512,EQ01682,B024,2026-12-08,Emergency,9,295109.87,Team Bravo,Yes
M000513,EQ04215,B019,2026-10-23,Emergency,3,83429.35,Team Bravo,No
M000514,EQ02812,B002,2025-10-30,Inspection,3,99213.01,Team Charlie,No
M000515,EQ04326,B017,2025-02-06,Emergency,11,373702.77,Team Echo,Yes
M000516,EQ00792,B007,2026-08-12,Emergency,13,267263.27,Team Delta,Yes
M000517,EQ03415,B002,2025-04-03,Inspection,17,559184.18,Team Bravo,Yes
M000518,EQ01002,B009,2025-03-27,Corrective,19,881529.09,Team Charlie,Yes
M000519,EQ02274,B025,2025-11-04,Corrective,15,382650.67,Team Charlie,Yes
M000520,EQ00752,B030,2026-05-02,Emergency,1,42651.14,Team Charlie,No
M000521,EQ04183,B009,2026-05-11,Inspection,1,34646.92,Team Bravo,No
M000522,EQ02463,B016,2025-05-04,Corrective,4,198737.07,Team Bravo,No
M000523,EQ04996,B007,2026-06-23,Corrective,2,66085.73,Team Alpha,No
M000524,EQ03255,B019,2025-02-22,Emergency,20,821281.17,Team Alpha,Yes
M000525,EQ04987,B006,2026-11-30,Corrective,2,78199.43,Team Echo,No
M000526,EQ01267,B009,2025-07-24,Inspection,17,584648.74,Team Echo,Yes
M000527,EQ00913,B009,2026-12-06,Corrective,2,69396.67,Team Bravo,No
M000528,EQ00169,B007,2025-05-02,Corrective,1,31173.59,Team Delta,No
M000529,EQ04484,B011,2026-10-16,Corrective,5,127081.69,Team Echo,No
M000530,EQ01377,B028,2026-10-11,Preventive,3,61735.08,Team Alpha,No
M000531,EQ00782,B011,2026-08-21,Emergency,15,460709.6,Team Bravo,Yes
M000532,EQ02745,B004,2026-06-16,Preventive,0,0.0,Team Delta,No
M000533,EQ00402,B012,2025-08-17,Inspection,0,0.0,Team Delta,No
M000534,EQ00328,B020,2025-08-19,Corrective,2,56475.68,Team Echo,No
M000535,EQ04482,B025,2025-03-12,Inspection,2,54347.48,Team Charlie,No
M000536,EQ01247,B020,2025-10-03,Preventive,5,97783.97,Team Alpha,No
M000537,EQ03063,B001,2025-07-04,Preventive,7,170131.14,Team Charlie,No
M000538,EQ00967,B002,2025-04-30,Preventive,8,142384.75,Team Alpha,Yes
M000539,EQ03979,B020,2025-04-19,Inspection,4,178665.13,Team Charlie,No
M000540,EQ02157,B019,2025-09-24,Corrective,4,177613.75,Team Echo,No
M000541,EQ01851,B029,2025-05-17,Corrective,1,15131.22,Team Echo,No
M000542,EQ01310,B021,2026-07-06,Emergency,3,78261.87,Team Echo,No
M000543,EQ02348,B010,2025-08-30,Emergency,20,419180.23,Team Alpha,Yes
M000544,EQ00906,B014,2025-08-27,Inspection,15,432788.24,Team Echo,Yes
M000545,EQ02762,B009,2026-01-04,Emergency,8,281993.85,Team Delta,Yes
M000546,EQ04891,B021,2026-05-08,Emergency,19,743416.91,Team Delta,Yes
M000547,EQ03008,B006,2026-05-14,Corrective,4,75732.37,Team Alpha,No
M000548,EQ02116,B006,2026-02-27,Preventive,8,370577.71,Team Charlie,Yes
M000549,EQ01130,B016,2026-07-15,Corrective,8,302833.88,Team Charlie,Yes
M000550,EQ03026,B016,2025-02-13,Corrective,7,281904.66,Team Alpha,No
M000551,EQ02950,B006,2026-10-26,Preventive,7,122526.96,Team Charlie,No
M000552,EQ03553,B004,2025-01-03,Emergency,8,140298.84,Team Echo,Yes
M000553,EQ02721,B009,2026-09-21,Inspection,1,28213.88,Team Delta,No
M000554,EQ04674,B029,2025-01-25,Preventive,0,0.0,Team Alpha,No
M000555,EQ00904,B022,2025-12-14,Inspection,2,92596.4,Team Charlie,No
M000556,EQ02678,B025,2026-05-11,Inspection,15,243070.09,Team Alpha,Yes
M000557,EQ03630,B027,2026-01-12,Emergency,12,314073.79,Team Bravo,Yes
M000558,EQ00898,B024,2026-01-22,Emergency,3,149223.45,Team Echo,No
M000559,EQ04309,B007,2026-02-09,Preventive,2,93897.04,Team Echo,No
M000560,EQ02925,B001,2025-07-29,Emergency,3,66250.3,Team Alpha,No
M000561,EQ03291,B024,2025-04-03,Preventive,3,58484.11,Team Alpha,No
M000562,EQ00313,B023,2026-04-27,Corrective,10,454300.6,Team Alpha,Yes
M000563,EQ04860,B002,2025-05-04,Corrective,3,140029.28,Team Delta,No
M000564,EQ03929,B006,2026-04-20,Corrective,7,340115.9,Team Bravo,No
M000565,EQ00778,B010,2025-10-14,Preventive,2,59021.83,Team Alpha,No
M000566,EQ03395,B018,2026-09-28,Inspection,2,81772.14,Team Charlie,No
M000567,EQ00063,B015,2026-02-10,Corrective,16,654208.6,Team Delta,Yes
M000568,EQ01486,B002,2025-05-28,Preventive,13,398529.96,Team Bravo,Yes
M000569,EQ01818,B017,2025-12-23,Corrective,11,195583.73,Team Alpha,Yes
M000570,EQ04254,B021,2025-10-13,Emergency,4,100754.01,Team Alpha,No
M000571,EQ03662,B029,2025-03-20,Emergency,7,243307.3,Team Bravo,No
M000572,EQ04516,B003,2025-11-19,Corrective,4,185188.23,Team Delta,No
M000573,EQ04021,B004,2025-05-19,Emergency,6,285396.31,Team Delta,No
M000574,EQ04084,B026,2026-01-16,Inspection,2,33556.8,Team Alpha,No
M000575,EQ03436,B018,2025-05-16,Corrective,3,83453.25,Team Alpha,No
M000576,EQ02001,B016,2025-12-16,Corrective,0,0.0,Team Delta,No
M000577,EQ03867,B011,2026-06-27,Corrective,7,327311.7,Team Delta,No
M000578,EQ03672,B015,2026-02-13,Preventive,3,118580.35,Team Bravo,No
M000579,EQ01218,B007,2026-10-26,Preventive,2,39497.35,Team Delta,No
M000580,EQ01969,B012,2026-05-11,Corrective,2,52916.86,Team Alpha,No
M000581,EQ01308,B027,2025-10-02,Preventive,5,109516.77,Team Delta,No
M000582,EQ03983,B023,2026-06-02,Preventive,7,275070.35,Team Alpha,No
M000583,EQ02968,B021,2026-08-10,Emergency,13,551542.64,Team Charlie,Yes
M000584,EQ02507,B007,2026-06-09,Corrective,3,92220.98,Team Charlie,No
M000585,EQ04670,B029,2026-08-16,Emergency,3,60568.36,Team Echo,No
M000586,EQ03711,B024,2025-07-01,Corrective,4,63071.41,Team Delta,No
M000587,EQ00144,B025,2025-06-25,Inspection,12,245252.06,Team Echo,Yes
M000588,EQ02043,B019,2025-01-25,Emergency,9,250488.23,Team Echo,Yes
M000589,EQ04489,B002,2025-01-26,Inspection,1,19460.54,Team Bravo,No
M000590,EQ04439,B022,2025-06-20,Emergency,3,121246.69,Team Alpha,No
M000591,EQ01074,B024,2026-12-19,Emergency,20,673654.91,Team Charlie,Yes
M000592,EQ03260,B030,2025-12-22,Emergency,0,0.0,Team Bravo,No
M000593,EQ00271,B015,2025-06-10,Preventive,7,344127.24,Team Bravo,No
M000594,EQ03218,B026,2026-05-01,Corrective,7,165261.59,Team Bravo,No
M000595,EQ04125,B012,2025-09-10,Corrective,2,72353.85,Team Alpha,No
M000596,EQ04702,B009,2025-01-09,Preventive,0,0.0,Team Alpha,No
M000597,EQ02521,B029,2025-03-15,Preventive,7,140097.34,Team Alpha,No
M000598,EQ00303,B007,2026-08-06,Preventive,2,53701.94,Team Echo,No
M000599,EQ00881,B024,2026-10-02,Inspection,2,38303.93,Team Delta,No
M000600,EQ01174,B005,2026-03-31,Corrective,20,731754.98,Team Alpha,Yes
M000601,EQ00461,B022,2026-12-30,Preventive,8,322831.27,Team Alpha,Yes
M000602,EQ02274,B022,2025-06-28,Preventive,5,125726.24,Team Echo,No
M000603,EQ00796,B007,2025-09-26,Emergency,12,263694.59,Team Charlie,Yes
M000604,EQ00970,B013,2025-01-11,Emergency,7,345470.28,Team Delta,No
M000605,EQ00357,B023,2025-05-14,Emergency,7,348164.13,Team Echo,No
M000606,EQ03263,B020,2025-01-13,Inspection,9,394192.2,Team Echo,Yes
M000607,EQ00483,B010,2026-09-11,Inspection,0,0.0,Team Echo,No
M000608,EQ01838,B014,2025-12-19,Preventive,6,285385.91,Team Echo,No
M000609,EQ03560,B024,2026-07-12,Inspection,4,109429.86,Team Alpha,No
M000610,EQ01573,B018,2026-03-19,Preventive,9,172561.71,Team Bravo,Yes
M000611,EQ03355,B027,2026-09-16,Emergency,3,124052.64,Team Alpha,No
M000612,EQ00074,B011,2025-05-31,Inspection,5,197763.4,Team Charlie,No
M000613,EQ01180,B005,2026-10-09,Preventive,15,622426.05,Team Echo,Yes
M000614,EQ03589,B029,2026-01-02,Preventive,7,187394.71,Team Delta,No
M000615,EQ00606,B006,2025-07-05,Preventive,9,352871.49,Team Delta,Yes
M000616,EQ03283,B002,2025-11-18,Inspection,8,364664.85,Team Delta,Yes
M000617,EQ00883,B024,2026-07-12,Inspection,2,73005.83,Team Echo,No
M000618,EQ00639,B001,2026-01-27,Emergency,8,130945.98,Team Alpha,Yes
M000619,EQ01817,B007,2025-02-28,Inspection,3,94306.66,Team Bravo,No
M000620,EQ03451,B013,2025-10-12,Inspection,4,195259.55,Team Alpha,No
M000621,EQ00507,B005,2025-04-13,Corrective,0,0.0,Team Alpha,No
M000622,EQ00541,B007,2026-12-07,Preventive,3,148489.37,Team Alpha,No
M000623,EQ04283,B008,2026-11-11,Corrective,9,255060.65,Team Delta,Yes
M000624,EQ01191,B023,2026-07-10,Corrective,4,178583.41,Team Charlie,No
M000625,EQ00307,B017,2026-03-29,Emergency,3,88919.84,Team Alpha,No
M000626,EQ00715,B003,2026-10-23,Corrective,7,110603.12,Team Echo,No
M000627,EQ00487,B005,2026-11-19,Preventive,1,38619.67,Team Charlie,No
M000628,EQ03251,B021,2026-01-04,Inspection,5,97762.96,Team Alpha,No
M000629,EQ02619,B029,2025-01-21,Preventive,8,147364.06,Team Bravo,Yes
M000630,EQ00515,B026,2025-09-18,Inspection,6,216117.77,Team Alpha,No
M000631,EQ02094,B017,2026-12-28,Preventive,2,57737.91,Team Bravo,No
M000632,EQ01406,B010,2025-06-30,Emergency,9,185802.99,Team Bravo,Yes
M000633,EQ01767,B002,2025-10-20,Inspection,2,69887.61,Team Echo,No
M000634,EQ04059,B030,2026-01-03,Inspection,3,96309.45,Team Charlie,No
M000635,EQ02400,B023,2026-03-06,Inspection,14,610497.67,Team Bravo,Yes
M000636,EQ04227,B013,2025-04-10,Emergency,2,76377.16,Team Charlie,No
M000637,EQ01371,B027,2025-11-20,Preventive,4,92299.94,Team Bravo,No
M000638,EQ04603,B003,2025-01-09,Emergency,7,305498.25,Team Alpha,No
M000639,EQ03908,B026,2026-03-14,Corrective,3,94670.76,Team Bravo,No
M000640,EQ03687,B012,2026-07-21,Inspection,8,377767.31,Team Echo,Yes
M000641,EQ04156,B009,2026-05-04,Emergency,3,130716.07,Team Echo,No
M000642,EQ04650,B026,2026-10-24,Corrective,1,19375.31,Team Charlie,No
M000643,EQ04761,B009,2026-04-03,Corrective,8,243344.38,Team Delta,Yes
M000644,EQ03798,B028,2025-10-13,Emergency,2,48204.52,Team Echo,No
M000645,EQ03244,B021,2025-01-05,Inspection,3,68755.82,Team Alpha,No
M000646,EQ03761,B028,2026-12-23,Inspection,8,374454.35,Team Alpha,Yes
M000647,EQ01890,B030,2025-12-26,Preventive,5,181370.16,Team Bravo,No
M000648,EQ01037,B028,2026-10-31,Preventive,0,0.0,Team Charlie,No
M000649,EQ04536,B010,2026-12-23,Inspection,6,293814.64,Team Charlie,No
M000650,EQ03144,B005,2026-10-12,Emergency,4,168363.1,Team Delta,No
M000651,EQ04578,B008,2026-03-09,Inspection,5,88144.99,Team Alpha,No
M000652,EQ02723,B016,2026-07-26,Emergency,0,0.0,Team Charlie,No
M000653,EQ01038,B020,2025-08-02,Inspection,3,120625.31,Team Echo,No
M000654,EQ00691,B020,2025-06-15,Inspection,15,266998.8,Team Bravo,Yes
