Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status
MIS000296,2026-02-26,B020,East,Equipment Transport,High,Snow,26,364,3373196.7,Completed
MIS000297,2026-11-28,B015,South,Medical Support,High,Storm,55,32,2540185.96,Completed
MIS000298,2025-11-04,B029,South,Surveillance,Critical,Fog,38,108,3804133.64,Completed
MIS000299,2026-09-17,B005,East,Training Exercise,Medium,Fog,27,67,2584499.63,Completed
MIS000300,2026-12-10,B013,South,Reconnaissance,High,Snow,71,140,3983688.06,Delayed
MIS000301,2026-07-01,B008,East,Equipment Transport,Medium,Storm,14,316,1325195.38,Completed
MIS000302,2025-07-19,B018,East,Border Patrol,Medium,Snow,51,373,3029716.57,Cancelled
MIS000303,2025-05-21,B016,West,Supply Delivery,Medium,Clear,38,385,3346544.54,Completed
MIS000304,2025-08-11,B010,North,Disaster Relief,High,Snow,22,53,2977942.14,Completed
MIS000305,2025-03-21,B024,East,Surveillance,Medium,Clear,49,162,4704714.98,Completed
MIS000306,2025-07-16,B014,Central,Border Patrol,Critical,Fog,22,107,1211355.4,Completed
MIS000307,2025-08-25,B018,East,Training Exercise,Low,Storm,61,36,3249534.1,Completed
MIS000308,2025-02-26,B015,South,Medical Support,High,Fog,38,191,4280715.58,Cancelled
MIS000309,2026-05-22,B028,West,Reconnaissance,High,Snow,25,347,670723.76,Completed
MIS000310,2025-04-27,B022,Central,Disaster Relief,High,Fog,54,321,4483010.45,Completed
MIS000311,2025-12-26,B027,West,Border Patrol,High,Fog,24,341,598704.68,Completed
MIS000312,2026-06-23,B028,West,Disaster Relief,Medium,Snow,11,137,2557684.94,Completed
MIS000313,2026-10-02,B005,East,Supply Delivery,Low,Fog,25,298,1458215.28,Completed
MIS000314,2026-10-29,B023,North,Reconnaissance,High,Snow,15,243,3226307.99,Delayed
MIS000315,2026-05-30,B013,South,Reconnaissance,Low,Snow,58,119,605272.88,Completed
MIS000316,2026-10-28,B021,South,Training Exercise,High,Clear,53,250,1622813.83,Completed
MIS000317,2026-08-12,B029,South,Medical Support,Medium,Storm,53,200,4965501.5,Completed
MIS000318,2025-06-04,B022,Central,Disaster Relief,Low,Storm,56,362,2869103.1,Completed
MIS000319,2026-06-08,B009,South,Medical Support,High,Clear,31,192,1772421.4,Completed
MIS000320,2026-10-15,B017,East,Equipment Transport,Low,Rain,49,209,3012623.91,Delayed
MIS000321,2026-09-02,B027,West,Medical Support,High,Rain,36,72,3349497.23,Delayed
MIS000322,2026-07-19,B002,North,Border Patrol,Low,Snow,62,49,3151274.6,Completed
MIS000323,2025-07-15,B004,East,Disaster Relief,High,Snow,17,292,3827790.85,Completed
MIS000324,2026-04-28,B012,South,Equipment Transport,Low,Clear,36,359,3372792.24,Completed
MIS000325,2025-06-06,B023,North,Supply Delivery,High,Rain,10,126,3551568.5,Completed
MIS000326,2025-11-09,B008,East,Border Patrol,Critical,Clear,70,247,867795.8,Completed
MIS000327,2026-02-13,B030,East,Surveillance,High,Storm,41,350,2519388.0,Completed
MIS000328,2026-08-09,B004,East,Supply Delivery,Low,Fog,36,60,2871631.8,Completed
MIS000329,2026-12-10,B026,South,Equipment Transport,Low,Snow,66,70,4087868.2,Completed
MIS000330,2025-11-21,B029,South,Disaster Relief,Medium,Rain,33,168,1953224.31,Completed
MIS000331,2025-07-30,B005,East,Border Patrol,Medium,Snow,22,199,2882143.64,Completed
MIS000332,2026-10-02,B027,West,Medical Support,High,Storm,24,217,1141885.97,Delayed
MIS000333,2026-10-29,B020,East,Supply Delivery,Medium,Rain,52,116,4007563.03,Delayed
MIS000334,2026-12-14,B022,Central,Training Exercise,Critical,Snow,54,37,1785380.13,Completed
MIS000335,2025-12-21,B019,Central,Disaster Relief,High,Snow,7,350,4372708.75,Completed
MIS000336,2025-06-16,B013,South,Medical Support,High,Storm,30,122,2093227.66,Cancelled
MIS000337,2025-07-23,B007,Central,Equipment Transport,High,Storm,27,244,894453.32,Delayed
MIS000338,2026-05-01,B019,Central,Surveillance,High,Clear,20,55,2285956.91,Completed
MIS000339,2025-08-01,B018,East,Training Exercise,Low,Fog,17,246,4453390.23,Completed
MIS000340,2026-01-11,B015,South,Border Patrol,Low,Clear,54,256,2774633.72,Completed
MIS000341,2025-04-09,B001,Central,Equipment Transport,Low,Fog,5,220,775850.82,Completed
MIS000342,2026-09-24,B026,South,Surveillance,Medium,Clear,6,164,1209281.8,Completed
MIS000343,2026-03-21,B030,East,Medical Support,Medium,Clear,69,337,2363375.81,Completed
MIS000344,2025-04-03,B023,North,Medical Support,Medium,Snow,58,66,1575573.25,Completed
MIS000345,2025-12-20,B022,Central,Equipment Transport,Medium,Clear,13,155,4698114.04,Completed
MIS000346,2025-08-23,B030,East,Disaster Relief,Medium,Clear,32,255,2522722.14,Delayed
MIS000347,2025-04-19,B023,North,Medical Support,Medium,Clear,38,60,2214238.37,Delayed
MIS000348,2025-09-01,B011,Central,Border Patrol,Medium,Clear,33,215,2648364.67,Completed
MIS000349,2025-10-21,B008,East,Equipment Transport,High,Fog,33,85,1086425.19,Delayed
MIS000350,2026-12-04,B023,North,Training Exercise,Medium,Storm,49,280,3970873.57,Completed
MIS000351,2026-04-17,B027,West,Equipment Transport,Medium,Clear,68,296,115070.98,Completed
MIS000352,2025-09-22,B004,East,Training Exercise,Low,Clear,37,364,4692945.08,Completed
MIS000353,2025-01-02,B007,Central,Disaster Relief,Medium,Fog,8,394,549542.33,Completed
MIS000354,2026-10-14,B015,South,Reconnaissance,High,Clear,60,76,3081996.58,Completed
MIS000355,2025-07-20,B024,East,Training Exercise,High,Snow,39,262,4086773.36,Delayed
MIS000356,2025-10-12,B006,West,Surveillance,Medium,Fog,58,370,1054474.38,Completed
MIS000357,2026-12-30,B017,East,Equipment Transport,Low,Storm,66,244,3830101.13,Completed
MIS000358,2026-10-02,B019,Central,Reconnaissance,Critical,Clear,66,290,120277.59,Completed
MIS000359,2025-08-27,B030,East,Medical Support,High,Clear,29,258,1213665.32,Completed
MIS000360,2025-04-29,B008,East,Border Patrol,Low,Clear,29,192,4031085.31,Completed
MIS000361,2025-07-30,B002,North,Training Exercise,Medium,Fog,9,301,2754777.79,Completed
MIS000362,2026-02-17,B009,South,Reconnaissance,High,Fog,16,288,1348664.07,Completed
MIS000363,2026-05-30,B021,South,Training Exercise,Medium,Fog,35,281,787845.4,Completed
MIS000364,2026-10-19,B016,West,Supply Delivery,Critical,Clear,35,170,2662951.58,Completed
MIS000365,2025-05-13,B015,South,Reconnaissance,High,Fog,10,396,2352859.39,Completed
MIS000366,2025-11-24,B001,Central,Border Patrol,Low,Fog,42,128,2327542.89,Delayed
MIS000367,2026-11-17,B024,East,Medical Support,Medium,Clear,20,47,1162421.62,Completed
MIS000368,2025-07-26,B029,South,Training Exercise,Low,Fog,39,169,4490838.4,Completed
MIS000369,2025-08-20,B006,West,Supply Delivery,Medium,Snow,20,87,2188456.2,Completed
MIS000370,2026-10-09,B002,North,Disaster Relief,Medium,Snow,7,44,4120364.09,Completed
MIS000371,2026-10-04,B005,East,Supply Delivery,Low,Snow,5,345,2371811.37,Delayed
MIS000372,2025-08-03,B011,Central,Supply Delivery,High,Rain,38,382,491195.74,Completed
MIS000373,2025-07-22,B004,East,Reconnaissance,High,Snow,17,315,3305137.95,Completed
MIS000374,2025-09-05,B029,South,Supply Delivery,Low,Fog,26,261,1889947.93,Completed
MIS000375,2026-07-24,B002,North,Training Exercise,Medium,Rain,56,345,4290307.3,Completed
MIS000376,2025-05-13,B026,South,Supply Delivery,Medium,Rain,61,389,1793588.96,Delayed
MIS000377,2025-02-14,B015,South,Surveillance,High,Snow,57,236,2575023.36,Delayed
MIS000378,2025-06-24,B013,South,Surveillance,Critical,Rain,72,331,3035260.58,Completed
MIS000379,2025-03-08,B013,South,Medical Support,Low,Snow,44,45,2302226.81,Completed
MIS000380,2025-04-20,B025,West,Equipment Transport,Medium,Fog,40,305,730939.41,Completed
MIS000381,2026-06-02,B019,Central,Equipment Transport,Critical,Clear,27,147,2690446.24,Delayed
MIS000382,2026-12-16,B030,East,Surveillance,Low,Clear,50,172,162979.35,Completed
MIS000383,2025-05-03,B019,Central,Medical Support,Critical,Fog,25,333,2752462.36,Completed
MIS000384,2025-10-18,B015,South,Surveillance,Critical,Rain,29,196,4661292.98,Completed
MIS000385,2026-11-17,B002,North,Equipment Transport,High,Clear,18,232,2981878.43,Completed
MIS000386,2026-05-29,B019,Central,Surveillance,Low,Rain,59,73,3723584.68,Delayed
MIS000387,2026-03-16,B018,East,Surveillance,Medium,Storm,45,134,555856.71,Delayed
MIS000388,2025-06-03,B013,South,Medical Support,High,Rain,21,38,962009.72,Delayed
MIS000389,2025-12-08,B022,Central,Disaster Relief,Low,Snow,24,290,1043783.26,Completed
MIS000390,2026-12-28,B012,South,Training Exercise,Medium,Clear,72,246,1414800.12,Delayed
MIS000391,2025-05-24,B020,East,Surveillance,Critical,Fog,59,313,2867981.65,Completed
MIS000392,2026-01-13,B011,Central,Border Patrol,Low,Snow,58,316,3592141.96,Completed
MIS000393,2026-10-07,B001,Central,Medical Support,Medium,Storm,33,224,2275173.15,Completed
MIS000394,2025-12-26,B008,East,Supply Delivery,Low,Storm,11,356,515569.06,Completed
MIS000395,2025-10-17,B027,West,Surveillance,Low,Snow,7,115,1164891.98,Completed
MIS000396,2026-09-04,B006,West,Border Patrol,Low,Storm,31,148,3720745.74,Completed
MIS000397,2025-11-11,B006,West,Border Patrol,High,Snow,11,266,621785.71,Completed
MIS000398,2026-12-21,B004,East,Equipment Transport,Medium,Clear,16,231,943249.02,Completed
MIS000399,2025-02-18,B022,Central,Surveillance,Medium,Clear,27,395,4794603.32,Completed
MIS000400,2025-04-27,B022,Central,Medical Support,High,Fog,29,175,4840624.43,Completed
MIS000401,2025-07-22,B015,South,Medical Support,High,Snow,6,364,4002905.29,Cancelled
MIS000402,2026-03-20,B008,East,Equipment Transport,Medium,Rain,15,127,297034.52,Completed
MIS000403,2026-07-20,B012,South,Supply Delivery,Critical,Snow,56,342,675972.74,Delayed
MIS000404,2025-04-29,B015,South,Training Exercise,Low,Storm,20,124,2303276.59,Completed
MIS000405,2026-01-30,B018,East,Supply Delivery,Medium,Storm,10,114,970060.61,Completed
MIS000406,2025-05-14,B020,East,Border Patrol,Medium,Storm,11,347,2508489.99,Completed
MIS000407,2026-07-28,B022,Central,Border Patrol,Medium,Fog,36,214,4782504.58,Cancelled
MIS000408,2025-07-29,B026,South,Surveillance,Low,Rain,28,192,3697521.42,Completed
MIS000409,2025-01-22,B029,South,Supply Delivery,Medium,Storm,49,336,3961142.91,Delayed
MIS000410,2026-10-09,B002,North,Disaster Relief,Medium,Rain,35,354,1755802.77,Completed
MIS000411,2026-07-05,B027,West,Supply Delivery,Medium,Snow,51,297,3220430.87,Delayed
MIS000412,2025-04-29,B001,Central,Medical Support,Critical,Clear,51,95,1508280.64,Delayed
MIS000413,2026-02-20,B020,East,Medical Support,Low,Snow,32,69,1707423.24,Completed
MIS000414,2026-06-20,B016,West,Border Patrol,Low,Storm,12,167,2973169.99,Completed
MIS000415,2025-12-10,B013,South,Disaster Relief,Critical,Rain,4,40,1789624.88,Completed
MIS000416,2026-02-02,B018,East,Supply Delivery,Medium,Rain,70,95,3545120.54,Completed
MIS000417,2026-01-10,B020,East,Equipment Transport,Critical,Clear,58,119,1018083.34,Cancelled
MIS000418,2026-09-11,B021,South,Equipment Transport,High,Clear,53,320,4872663.87,Delayed
MIS000419,2025-11-25,B027,West,Medical Support,Medium,Clear,53,243,4359934.81,Completed
MIS000420,2026-11-01,B001,Central,Disaster Relief,Low,Clear,33,345,2853957.85,Completed
MIS000421,2026-11-12,B027,West,Supply Delivery,Low,Storm,70,147,2347265.48,Completed
MIS000422,2026-08-22,B004,East,Surveillance,High,Fog,51,243,1228064.02,Completed
MIS000423,2026-12-01,B030,East,Disaster Relief,Medium,Fog,28,250,4263870.87,Completed
MIS000424,2025-10-10,B023,North,Surveillance,High,Snow,25,156,1020551.92,Completed
MIS000425,2025-03-15,B009,South,Border Patrol,High,Storm,31,318,1592999.93,Delayed
MIS000426,2026-08-13,B020,East,Disaster Relief,Medium,Storm,14,315,2607809.15,Cancelled
MIS000427,2025-01-10,B018,East,Surveillance,Low,Storm,45,308,4616098.69,Delayed
MIS000428,2026-09-21,B004,East,Equipment Transport,Low,Fog,36,129,3346093.59,Completed
MIS000429,2025-03-19,B007,Central,Surveillance,Low,Rain,37,283,1792491.66,Completed
MIS000430,2026-03-15,B008,East,Supply Delivery,Low,Storm,57,314,2356895.93,Completed
MIS000431,2026-04-22,B013,South,Medical Support,Medium,Snow,11,226,1464418.43,Delayed
MIS000432,2026-10-05,B024,East,Border Patrol,Medium,Fog,29,132,171395.24,Completed
MIS000433,2025-11-12,B004,East,Medical Support,Low,Clear,62,308,1688187.13,Delayed
MIS000434,2025-01-03,B017,East,Training Exercise,High,Rain,5,309,487941.46,Completed
MIS000435,2025-02-02,B015,South,Disaster Relief,Critical,Fog,59,85,604258.25,Completed
MIS000436,2025-04-06,B009,South,Equipment Transport,Low,Snow,30,335,2572045.73,Completed
MIS000437,2026-09-05,B022,Central,Border Patrol,Critical,Rain,10,53,3038689.12,Completed
MIS000438,2025-04-11,B010,North,Equipment Transport,Critical,Rain,32,268,2665688.99,Completed
MIS000439,2025-12-15,B025,West,Disaster Relief,Critical,Snow,59,369,3110744.76,Completed
MIS000440,2025-05-04,B028,West,Reconnaissance,Critical,Storm,9,141,423033.1,Delayed
MIS000441,2025-08-01,B005,East,Training Exercise,Medium,Storm,9,180,888834.02,Completed
MIS000442,2026-08-20,B012,South,Disaster Relief,High,Rain,70,270,909384.37,Completed
MIS000443,2025-02-01,B013,South,Disaster Relief,Medium,Storm,54,213,600881.16,Completed
MIS000444,2026-09-04,B027,West,Disaster Relief,Critical,Snow,9,225,3893976.99,Delayed
MIS000445,2025-04-10,B011,Central,Supply Delivery,Medium,Fog,25,239,1755215.72,Completed
MIS000446,2025-05-26,B020,East,Surveillance,Medium,Rain,17,400,3826303.03,Completed
MIS000447,2025-03-16,B011,Central,Reconnaissance,High,Fog,50,89,4812873.43,Completed
MIS000448,2025-05-30,B013,South,Supply Delivery,Medium,Rain,69,340,1912550.68,Completed
MIS000449,2026-11-10,B030,East,Supply Delivery,Medium,Fog,19,388,2438815.97,Completed
MIS000450,2025-10-07,B006,West,Supply Delivery,High,Snow,59,181,1041016.21,Completed
MIS000451,2026-03-24,B001,Central,Surveillance,High,Storm,47,398,1312846.37,Delayed
MIS000452,2025-12-22,B009,South,Equipment Transport,Medium,Storm,62,392,4062585.08,Completed
MIS000453,2026-01-29,B012,South,Disaster Relief,Low,Fog,31,78,3943183.1,Completed
MIS000454,2025-12-18,B008,East,Medical Support,Medium,Rain,71,219,1939547.56,Completed
MIS000455,2025-01-24,B025,West,Training Exercise,High,Fog,66,135,1543496.14,Completed
MIS000456,2026-11-08,B020,East,Reconnaissance,High,Rain,35,390,2258278.97,Completed
MIS000457,2025-05-08,B020,East,Supply Delivery,Medium,Rain,5,135,199544.08,Completed
MIS000458,2026-04-06,B017,East,Supply Delivery,Medium,Rain,26,119,2868915.41,Completed
MIS000459,2025-07-02,B020,East,Supply Delivery,High,Clear,55,87,2511722.89,Completed
MIS000460,2026-10-31,B008,East,Supply Delivery,Medium,Snow,6,189,615238.94,Completed
MIS000461,2025-12-13,B001,Central,Supply Delivery,Medium,Snow,36,97,3325156.2,Completed
MIS000462,2025-06-07,B023,North,Training Exercise,Critical,Rain,69,40,4786278.13,Completed
MIS000463,2025-08-29,B024,East,Medical Support,Critical,Clear,40,247,2966961.04,Completed
MIS000464,2025-02-16,B029,South,Supply Delivery,Low,Clear,9,290,2424647.75,Completed
MIS000465,2025-05-26,B012,South,Disaster Relief,Medium,Clear,72,185,465069.63,Completed
MIS000466,2025-06-19,B016,West,Medical Support,Medium,Snow,30,397,3667068.05,Completed
MIS000467,2026-01-21,B022,Central,Surveillance,Medium,Snow,35,40,1643977.89,Delayed
MIS000468,2025-08-05,B023,North,Medical Support,Low,Storm,70,334,4640248.94,Delayed
MIS000469,2025-03-22,B014,Central,Equipment Transport,High,Storm,49,185,3178621.22,Completed
MIS000470,2025-03-16,B012,South,Supply Delivery,Medium,Snow,67,188,3499770.66,Completed
MIS000471,2026-07-06,B022,Central,Medical Support,Low,Clear,14,29,227545.8,Completed
MIS000472,2026-08-15,B008,East,Reconnaissance,High,Storm,34,307,369326.65,Cancelled
MIS000473,2026-06-24,B003,East,Training Exercise,High,Storm,38,267,1846509.12,Completed
MIS000474,2025-05-17,B023,North,Supply Delivery,Critical,Snow,54,26,4619660.03,Completed
MIS000475,2025-07-01,B002,North,Reconnaissance,Medium,Clear,18,244,4063488.84,Completed
MIS000476,2026-11-19,B010,North,Disaster Relief,Low,Storm,7,364,1396046.22,Completed
MIS000477,2025-04-25,B017,East,Medical Support,Low,Rain,44,348,1098724.13,Completed
MIS000478,2025-02-05,B010,North,Supply Delivery,High,Snow,45,35,2678267.6,Completed
MIS000479,2025-05-19,B018,East,Equipment Transport,Medium,Snow,58,283,2804507.89,Completed
MIS000480,2026-11-10,B005,East,Medical Support,Medium,Rain,13,104,2370537.32,Completed
MIS000481,2025-08-23,B016,West,Training Exercise,Critical,Snow,55,86,242352.25,Completed
MIS000482,2025-10-01,B009,South,Supply Delivery,High,Clear,56,44,376761.77,Completed
MIS000483,2026-06-29,B011,Central,Equipment Transport,Medium,Clear,58,279,154610.38,Completed
MIS000484,2025-07-30,B020,East,Surveillance,Medium,Rain,29,371,2857295.14,Completed
MIS000485,2026-12-02,B007,Central,Border Patrol,High,Fog,6,397,1639036.78,Completed
MIS000486,2026-09-24,B003,East,Border Patrol,High,Storm,38,164,1913637.74,Completed
MIS000487,2026-01-18,B021,South,Reconnaissance,Low,Storm,48,278,1219104.49,Completed
MIS000488,2026-03-07,B016,West,Surveillance,Medium,Storm,65,185,491858.52,Delayed
MIS000489,2026-05-04,B007,Central,Reconnaissance,High,Storm,53,156,3224514.93,Delayed
MIS000490,2026-08-12,B030,East,Reconnaissance,Low,Rain,33,357,2385551.08,Completed
MIS000491,2026-12-09,B014,Central,Reconnaissance,Low,Fog,55,86,3108875.41,Completed
MIS000492,2026-04-08,B018,East,Medical Support,Low,Snow,24,193,4776098.44,Completed
MIS000493,2025-07-12,B017,East,Border Patrol,Medium,Snow,7,305,4454290.82,Completed
MIS000494,2026-10-04,B014,Central,Equipment Transport,High,Snow,59,347,4147440.36,Completed
MIS000495,2026-03-23,B017,East,Equipment Transport,Low,Rain,65,330,4544948.58,Completed
MIS000496,2025-06-15,B020,East,Surveillance,Low,Snow,19,369,2825283.79,Completed
MIS000497,2026-04-21,B018,East,Disaster Relief,Medium,Fog,28,363,4568068.33,Completed
MIS000498,2025-02-22,B029,South,Training Exercise,High,Storm,61,300,1817850.05,Completed
MIS000499,2025-10-03,B020,East,Supply Delivery,Low,Rain,23,279,1548057.37,Completed
MIS000500,2025-06-27,B003,East,Surveillance,Low,Fog,42,309,1180282.94,Completed
MIS000501,2026-12-03,B015,South,Supply Delivery,Critical,Snow,19,46,2303926.63,Completed
MIS000502,2026-08-12,B026,South,Disaster Relief,Low,Snow,57,181,2843662.61,Completed
MIS000503,2026-09-14,B022,Central,Supply Delivery,High,Storm,25,176,1379532.17,Completed
MIS000504,2025-01-27,B002,North,Equipment Transport,High,Fog,26,250,4293627.92,Completed
MIS000505,2025-04-23,B001,Central,Equipment Transport,Critical,Fog,64,207,2148380.5,Completed
MIS000506,2025-05-13,B028,West,Reconnaissance,High,Storm,66,363,2088624.39,Delayed
MIS000507,2026-11-13,B006,West,Equipment Transport,Low,Fog,25,242,4512136.08,Completed
MIS000508,2025-06-04,B030,East,Medical Support,High,Clear,51,289,2271314.97,Completed
MIS000509,2025-07-01,B009,South,Surveillance,Critical,Fog,57,109,497375.67,Completed
MIS000510,2025-03-13,B003,East,Reconnaissance,High,Snow,71,177,2173107.95,Delayed
MIS000511,2025-09-03,B021,South,Disaster Relief,Medium,Fog,18,53,1019860.66,Completed
MIS000512,2025-08-05,B027,West,Supply Delivery,Medium,Snow,47,103,1262148.55,Completed
MIS000513,2025-03-04,B017,East,Reconnaissance,Medium,Fog,27,340,580040.74,Completed
MIS000514,2026-05-09,B009,South,Surveillance,Medium,Rain,66,105,4524033.82,Completed
MIS000515,2026-02-09,B014,Central,Surveillance,Critical,Snow,61,187,4543692.1,Delayed
MIS000516,2026-04-06,B026,South,Reconnaissance,Medium,Snow,59,69,1304795.72,Completed
MIS000517,2026-06-12,B025,West,Disaster Relief,Medium,Fog,51,22,674632.71,Delayed
MIS000518,2025-01-28,B029,South,Training Exercise,Medium,Snow,44,74,612579.59,Completed
MIS000519,2025-01-18,B013,South,Supply Delivery,High,Fog,65,267,3775956.37,Completed
MIS000520,2025-02-10,B013,South,Border Patrol,Medium,Snow,38,365,3310906.29,Cancelled
